Name,Gen,Gen2,Description,Note,Japanese Kana,Japanese Romaji,French,German,Italian,Spanish,Korean Hangul,Korean Romanized,Chinese Hànzì,Chinese Romanized,Star
Seal Bag,,,,,シールぶくろ,Seal Bukuro,Sac Sceaux,Stickertüte,Bollosacca,Bolsa Sellos,실주머니,Seal Jumeoni,貼紙袋 / 贴纸袋,Tiēzhǐ Dài / Tipjí Doih,0
Carbos,1,,Raises the Speed of a Pokémon.,,インドメタシン,Indometacin,Carbone,Carbon,Carburante,Carburante,알칼로이드,Alkaloid,速度增強劑 / 速度增强剂,Sùdù Zēngqiángjì / Chūkdouh Jāngkèuhngjaih,0
Ultranecrozium Z,7,,"Allows Necrozma to transform into Ultra Necrozma after fusing with Solgaleo or Lunala, also upgrades Photon Geyser to the special Z-Move Light That Burns the Sky as Ultra Necrozma.",,ウルトラネクロＺ,Ultranecro-Z,Ultranécrozélite,Ultranecrozium Z,Ultranecrozium Z,Ultranecrostal Z,울트라네크로Z,Ultranecro-Z,究極奈克洛Ｚ / 究极奈克洛Ｚ,Jiūjí Nàikèluò-Z / Gaugihk Noihhāklok-Z,0
BridgeMail T,5,,Stationary with a steel suspension bridge print. To be held by a Pokémon for delivery.,,ブリッジメールＣ,Bridge Mail C,Lettre PontF,Brückbrief Z,Mess. Prop.,C. Puente A,브리지메일C,Bridge Mail C,橋梁郵件Ｃ / 桥梁邮件Ｃ,Qiáoliáng Yóujiàn C / Kìuhlèuhng Yàuhgín C,0
Touga Berry,3,,"Cures Confusion. If transferred to Generation IV via Pal Park, it will turn into an Enigma Berry.",,,,,,,,,,,,0
Deep Sea Scale,3,,A hold item that allows Clamperl to evolve into Gorebyss when traded.,Formatted as DeepSeaScale prior to Generation VI.,しんかいのウロコ,Shinkai no Uroko,Écaille Océan,Abyssplatte,Squamabissi,Escama Marina,심해의비늘,Simhae-ui Bineul,深海鱗片 / 深海鳞片,Shēnhǎi Línpiàn / Sāmhói Lèuhnpin,1152
Brick Piece,2,,Can be sold for 50.,,かわらのかけら,Kawara no Kakera,Morc. Brique,Ziegelstein,Mattoncino,Ladrillo,기와조각,Giwa Jogak,,,0
Parcel,4,,To be delivered to rival. Contains two Town Maps.,,おとどけもの,Otodoke Mono,Colis,Paket,Pacco,Paquete,전해줄물건,Jeonhaejul Mulgeon,包裹,Bāoguǒ / Bāaugwó,1264
Fishing Rod,7,,Allows the player to fish near underwater piles of rock.,,つりざお,Tsurizao,Canne à Pêche,Angel,Amo,Caña,낚싯대,Nakksisdae,釣竿 / 钓竿,Diàogān / Diugōn,0
Enigma Berry,3,,Restores ¼ of a Pokémon's HP after being hit by a super effective.,,ナゾのみ,Nazo no Mi,Baie Enigma,Enigmabeere,Baccaenigma,Baya Enigma,의문열매,Uimun Yeolmae,謎芝果 / 谜芝果,Mízhī Guǒ / Màihjī Gwó,0
Sport Ball,2,,A type of Poké Ball that is used in the Bug-Catching Contest.,Called Park Ball in Generation II.,コンペボール,Compe Ball,Compét'Ball,Turnierball,Gara Ball,Competi Ball,콤페볼,Compe Ball,競賽球 / 竞赛球,Jìngsài Qiú / Gihngchoi Kàuh,0
Waterium Z,7,,Allows a Pokémon to upgrade their Water-type damaging moves to the Z-Move Hydro Vortex or upgrade their Water-type status moves into Z-Moves. Makes Arceus a Water-type Pokémon.,,ミズＺ,Water-Z,Aquazélite,Aquium Z,Idrium Z,Hidrostal Z,물Z,Mul-Z,水Ｚ,Shuǐ-Z / Séui-Z,0
Ability Urge,5,,Activates the Ability of an ally Pokémon. Wonder Launcher only.,,スキルコール,Skill Call,Appel CapSpé,Fäh.-Appell,Chiamabilità,Habilitador,스킬콜,Skill Call,,,0
Rainbow Pass,3,,Allows the player access to all of the Sevii Islands.,,レインボーパス,Rainbow Pass,Passe Prisme,Bunt-Pass,Sette Pass,Iris-Ticket,,,,,0
Kommonium Z,7,,Allows Kommo-o to upgrade Clanging Scales to the special Z-Move Clangorous Soulblaze.,,ジャラランガＺ,Jararanga-Z,Ékaïzélite,Grandirasium Z,Kommonium Z,Kommostal Z,짜랑고우거Z,Jjaranggougeo-Z,杖尾鱗甲龍Ｚ / 杖尾鳞甲龙Ｚ,Zhàngwěilínjiǎlóng-Z / Jeuhngméihlèuhngaaplùhng-Z,0
Dream Ball,5,,Used to catch Pokémon in Entralink.,,ドリームボール,Dream Ball,Rêve Ball,Traumball,Dream Ball,Ensueño Ball,드림볼,Dream Ball,夢境球 / 梦境球,Mèngjìng Qiú / Muhnggíng Kàuh,0
Adventure Rules,6,,Contains information new Trainers should know.,,たんけんこころえ,Tanken Kokoroe,ABC Aventure,Abenteuerfibel,Guida Avventura,Guía de Máximas,탐험수칙,Tamheom Suchig,探險心得 / 探险心得,Tànxiǎn Xīndé / Taamhím Sāmdāk,0
Spooky Plate,4,,Raises the power of Ghost-type moves.,,もののけプレート,Mononoke Purēto,Plaque Fantô,Spuktafel,Lastratetra,Tabla Terror,원령플레이트,Wollyeong Plate,妖怪石板,Yāoguài Shíbǎn / Yīugwaai Sehkbáan,0
Retro Mail,3,,Mail with a picture of the three Kanto Starter Pokémon.,,レトロメール,Retro Mail,Lettre Retro,Retrobrief,Mess. Retro,Carta Retro,,,,,0
Shiny Stone,4,,"Can be used to evolve Togetic, Roselia, Minccino, and Floette.",,ひかりのいし,Hikari no Ishi,Pierre Éclat,Leuchtstein,Pietrabrillo,Piedra Día,빛의돌,Bichui Dol,光之石,Guāng-zhī Shí / Gwōng-jī Sehk,0
Roto PP Restore,,,,,ＰＰかいふくポン,PP Kaifuku Pon,Moti-Récup' PP,AP-Bon,PP'n'roll,Cupón PP, ???, ???,"ＰＰ回復碰碰 /
ＰＰ回复碰碰",PP Huífù Pèngpèng / PP Wùihfuhk Pungpung,0
Smooth Rock,4,,Extends the duration of sandstorms.,,さらさらいわ,Sarasara Iwa,Roche Lisse,Glattbrocken,Roccialiscia,Roca Suave,보송보송바위,Bosongbosong Bawi,沙沙岩石,Shāshā Yánshí / Sāsā Ngàahmsehk,0
Miracle Seed,2,,Raises the power of Grass-type moves.,,きせきのタネ,Kiseki no Tane,Grain Miracle,Wundersaat,Miracolseme,Semilla Milagro,기적의씨,Gijeogui Ssi,奇跡種子 / 奇迹种子,Qíjī Zhǒngzǐ / Kèihjīk Júngjí,128
Rockium Z,7,,Allows a Pokémon to upgrade their Rock-type damaging moves to the Z-Move Continental Crush or upgrade their Rock-type status moves into Z-Moves. Makes Arceus a Rock-type Pokémon.,,イワＺ,Rock-Z,Rocazélite,Petrium Z,Petrium Z,Litostal Z,바위Z,Bawi-Z,岩石Ｚ,Yánshí-Z / Ngàahmsehk-Z,0
Ilima's Normalium Z,,,,,イリマのノーマルＺ,Irima no Normal Z,Cristal Z Althéo,Elimas Normium Z,Normium Z Liam,Cristal Z (Liam),일리마의 노말Z,Illima-ui Normal-Z,伊利馬的一般Ｚ / 伊利马的一般Ｚ,Yīlìmǎ-de Yībān-Z / Yīleihmáh-dīk Yātbūn-Z,0
X Accuracy 3,5,,Drastically raises a Pokémon's accuracy. Wonder Launcher only.,,,,,,,,,,,,0
Quick Ball,4,,A type of Poké Ball that works better the earlier in battle it is used.,,クイックボール,Quick Ball,Rapide Ball,Flottball,Velox Ball,Veloz Ball,퀵볼,Quick Ball,先機球 / 先机球,Xiānjī Qiú / Sīngēi Kàuh,0
Micle Berry,4,,Raises a move's accuracy just once when HP is below ⅓ of maximum.,,ミクルのみ,Micle no Mi,Baie Micle,Wunfrubeere,Baccaracolo,Baya Lagro,미클열매,Micle Yeolmae,奇秘果,Qímì Guǒ / Kèihbīt Gwó,0
Looker Ticket,6,,Must find five to advance the plot of the Looker post-game quest.,,ハンサムチケット,Handsome Ticket,Ticket Beladonis,LeBelle-Ticket,Carta Bellocchio,Boleto Handsome,핸섬티켓,Handsome Ticket,帥哥券 / 帅哥券,Shuàigē Quàn / Seuigō Hyun,0
Charizardite Y,6,,Allows Charizard to Mega Evolve into Mega Charizard Y.,,リザードナイトY,Lizardonite Y,Dracaufite Y,Gluraknit Y,Charizardite Y,Charizardita Y,리자몽나이트Y,Rizamonnite Y,噴火龍進化石Y / 喷火龙进化石Y,Pēnhuǒlóng Jìnhuà Shí Y / Panfólùhng Jeunfa Sehk Y,0
Ground Memory,7,,Makes Silvally a Ground-type Pokémon and makes Multi-Attack a Ground-type move.,,グラウンドメモリ,Ground Memory,ROM Sol,Boden-Disc,ROM Terra,Disco Tierra,그라운드메모리,Ground Memory,"大地記憶碟*
大地存储碟","Dàdì Jìyìdié / Daaihdeih Geiyīkdihp*
Dàdì Cúnchǔdié",3
Snow Mail,4,,Mail with a snow print. To be held by a Pokémon for delivery.,,ブリザードメール,Blizzard Mail,Lettre Neige,Schneebrief,Mess. Neve,Carta Nieve,블리자드메일,Blizzard Mail,,,0
Relic Silver,5,,Can be sold for 5000 to the villa owner in Undella Town.,,こだいのぎんか,Kodai no Ginka,Vieil Écu,Alter Taler,Ducatantico,Real Plata,고대의은화,Godae-yi Eunhwa,古代銀幣 / 古代银币,Gǔdài Yínbì / Gúdoih Ngàhnbaih,0
Fairium Z,7,,Allows a Pokémon to upgrade their Fairy-type damaging moves to the Z-Move Twinkle Tackle or upgrade their Fairy-type status moves into Z-Moves. Makes Arceus a Fairy-type Pokémon.,,フェアリーＺ,Fairy-Z,Nymphézélite,Sylphium Z,Follectium Z,Feeristal Z,페어리Z,Fairy-Z,妖精Ｚ,Yāojing-Z / Yíujīng-Z,0
Reset Urge,5,,Eliminates stat changes from an ally Pokémon. Wonder Launcher only.,,フラットコール,Flat Call,Réamorçage,Umkehrappell,Ripristino,Quitaestado,플랫콜,Flat Call,,,0
Lost Item,2,,Return to Copycat for access to Magnet Train.,,おとしもの,Otoshi Mono,Poupée perdue,Fundsache,Strumento Perso,Obj. Perdido,분실물,Bunsilmul,遺失物 / 遗失物,Yíshī Wù / Wàihsāt Maht,0
Ghostium Z,7,,Allows a Pokémon to upgrade their Ghost-type damaging moves to the Z-Move Never-Ending Nightmare or upgrade their Ghost-type status moves into Z-Moves. Makes Arceus a Ghost-type Pokémon.,,ゴーストＺ,Ghost-Z,Spectrozélite,Phantomium Z,Spectrium Z,Espectrostal Z,고스트Z,Ghost-Z,幽靈Ｚ / 幽灵Ｚ,Yōulíng-Z / Yāulìhng-Z,0
Ghost Gem,5,,"Increases the power of the holder's first Ghost-type move by 50%, and is consumed after use.",,ゴーストジュエル,Ghost Jewel,Joyau Spectre,Geisterjuwel,Bijouspettro,Gema Fantasma,고스트주얼,Ghost Jewel,幽靈寶石 / 幽灵宝石,Yōulíng Bǎoshí / Yāulìhng Bóusehk,208
Lax Incense,3,,Lowers the foe's accuracy. A Wobbuffet holding it can breed to produce a Wynaut.,,のんきのおこう,Nonki no Okou,Encens Doux,Laxrauch,Distraroma,Incienso suave,무사태평향로,Musataepyeong Hyangno,悠閒薰香 / 悠闲薰香,Yōuxián Xūnxiāng / Yàuhhàahn Fānhēung,16
Tiny Mushroom,2,,Exchangeable in return for services.,Formatted as TinyMushroom prior to Generation VI.,ちいさなキノコ,Chiisana Kinoko,Petit Champi,Minipilz,Piccolo Fungo,Mini Seta,작은버섯,Jageun Beoseot,小蘑菇,Xiǎo Mógū / Síu Mòhgū,1024
Plume Fossil,5,,A Fossil from which an Archen can be resurrected.,,はねのカセキ,Hane no Kaseki,Fossile Plume,Federfossil,Fossilpiuma,Fósil Pluma,날개화석,Nalgae Hwaseok,羽毛化石,Yǔmáo Huàshí / Yúhmòuh Fasehk,128
Mago Berry,3,,"When HP falls below 25%, restores 50% HP, but confuses Pokémon that dislike spicy food (12.5% when below 50% before Gen. VII).",,マゴのみ,Mago no Mi,Baie Mago,Magobeere,Baccamango,Baya Ango,마고열매,Mago Yeolmae,芒芒果,Mángmáng Guǒ / Mòhngmòhng Gwó,0
Lava Cookie,3,,Cures any status condition.,,フエンせんべい,Fuen Senbei,Lava Cookie,Lavakeks,Lavottino,Galleta Lava,용암전병,Yong-am Jeonbyeong,釜炎仙貝 / 釜炎仙贝,Fǔyán Xiānbèi / Fúyìhm Sīnbui,0
Medichamite,6,,Allows Medicham to Mega Evolve into Mega Medicham.,,チャーレムナイト,Charemnite,Charminite,Meditalisnit,Medichamite,Medichamita,요가램나이트,Yogaramnite,恰雷姆進化石 / 恰雷姆进化石,Qiàléimǔ Jìnhuà Shí / Hāplèuihmóuh Jeunfa Sehk,0
Grn ID Badge,3,,One of four keys needed to unlock the north door of Realgam Tower.,,ＩＤバッジみどり,ID Badge Midori,Passe Vert,Grüne ID-Marke,Pass Verde,Pase Verde,,,,,0
Rindo Berry,4,,Reduces damage from a super effective Grass-type move.,,リンドのみ,Rindo no Mi,Baie Ratam,Grindobeere,Baccarindo,Baya Tamar,린드열매,Rind Yeolmae,羅子果 / 罗子果,Luózi Guǒ / Lòhjí Gwó,0
Professor's Mask,7,,Returned to Professor Kukui at Malie Garden.,,はかせのふくめん,Hakase no Fukumen,Masque du Prof,Maske des Profs,Maschera Prof.,Máscara Profesor,박사의복면,Bagsaui Bogmyeon,博士的面罩,Bóshì-de Miànzhào / Boksih-dīk Mihnjaau,0
Surf Mail,2,,Mail with a Lapras pattern. To be held by a Pokémon for delivery.,,なみのりメール,Naminori Mail,Lettre Surf,Surferbrief,Mess. Surf,Carta Surf,파도타기메일,Padotagi Mail,,,0
Red Shard,3,,Exchangeable for a variety of services.,,あかいかけら,Akai Kakera,Tesson Rouge,Purpurstück,Coccio Rosso,Parte Roja,빨강조각,Ppalgang Jogak,紅色碎片 / 红色碎片,Hóngsè Suìpiàn / Hùhngsīk Seuipin,0
Krane Memo 4,3,,Contains information about purification.,,クレインメモ４,Krane Memo 4,Memo Syrus 4,Klein-Memo 4,Appunti 4,Parte Cío 4,,,,,0
Spelon Berry,3,,Pokéblock and Poffin ingredient.,,ノワキのみ,Nowaki no Mi,Baie Kiwan,Kiwanbeere,Baccamelos,Baya Wikano,메호키열매,Mehoki Yeolmae,刺角果,Cìjiǎo Guǒ / Chigok Gwó,0
Lagging Tail,4,,Causes the holder to move after the opponent.,,こうこうのしっぽ,Kōkō no Shippo,Ralentiqueue,Schwerschwf.,Rallentocoda,Cola Plúmbea,느림보꼬리,Neurimbo Kkori,後攻之尾 / 后攻之尾,Hòugōng-zhī Wěi/Hòugōng-zhī Yǐ/ Hauhgūng-jī Méih,0
Magma Suit,6,,Allows the player to ride Groudon in the Cave of Origin and fly into space on Rayquaza.,,マグマスーツ,Magma Suit,Scaph. Magma,Magma-Anzug,Tuta Magma,Traje Magma,마그마슈트,Magma Suit,熔岩裝 / 熔岩装,Róngyán Zhuāng / Yùhngngàahm Jōng,0
MysticTicket,3,,Allows the player to access Navel Rock and catch Lugia and Ho-Oh.,,しんぴのチケット,Shinpi no Ticket,Ticketmystik,Geheimticket,Biglietto Magico,Misti-Ticket,,,,,0
Lansat Berry,3,,Raises critical-hit ratio if HP is below ⅓ of maximum.,,サンのみ,San no Mi,Baie Lansat,Lansatbeere,Baccalangsa,Baya Zonlan,랑사열매,Langsa Yeolmae,蘭薩果 / 兰萨果,Lánsà Guǒ / Làahnsaat Gwó,0
Key to Room 6,6,,Opens Room 6 of the Abandoned ShipRSE/Sea MauvilleORAS.,Called Rm. 6 Key in Generation III.,ろくごうしつのカギ,Roku-gō Shitsu no Kagi,Clé Salle 6,R6-Schlüssel,Chiave stanza 6,Ll. Habitación 6,육호실열쇠,Yuk-hosil Yeolsoe,"６號客房的鑰匙 /
６号客房的钥匙",6 Hào Kèfáng-de Yàoshi / 6 Houh Haakfóng-dīk Yeuhksìh,1616
Health Wing,5,,Raises the HP of a Pokémon.,,たいりょくのハネ,Tairyoku no Hane,Aile Santé,Heilfeder,Piumsalute,Pluma Vigor,체력날개,Cheryeok Nalgae,體力之羽 / 体力之羽,Tǐlì-zhī Yǔ / Táilihk-jī Yúh,16
Maranga Berry,6,,Increases Special Defense when hit by a special move.,,タラプのみ,Tarapu no Mi,Baie Rangma,Tarabeere,Baccapane,Baya Maranga,타라프열매,Tarapeu Yeolmae,香羅果 / 香罗果,Xiāngluó Guǒ / Hēunglòh Gwó,0
Psychic Memory,7,,Makes Silvally a Psychic-type Pokémon and makes Multi-Attack a Psychic-type move.,,サイキックメモリ,Psychic Memory,ROM Psy,Psycho-Disc,ROM Psico,Disco Psíquico,사이킥메모리,Psychic Memory,"精神記憶碟*
精神存储碟","Jīngshén Jìyìdié / Jīngsàhn Geiyīkdihp*
Jīngshén Cúnchǔdié",3
Rabuta Berry,3,,Pokéblock and Poffin ingredient.,,ラブタのみ,Rabuta no Mi,Baie Rabuta,Rabutabeere,Baccambutan,Baya Rautan,라부탐열매,Rabutam Yeolmae,茸丹果,Rōngdān Guǒ / Yùhngdāan Gwó,0
Fast Ball,2,,A type of Poké Ball that works better on Pokémon that try to flee.,,スピードボール,Speed Ball,Speed Ball,Turboball,Rapid Ball,Rapid Ball,스피드볼,Speed Ball,速度球,Sùdù Qiú / Chūkdouh Kàuh,0
Wiki Berry,3,,"When HP falls below 25%, restores 50% HP, but confuses Pokémon that dislike dry food (12.5% when below 50% before Gen. VII).",,ウイのみ,Wi no Mi,Baie Wiki,Wikibeere,Baccakiwi,Baya Wiki,위키열매,Wiki Yeolmae,異奇果 / 异奇果,Yìqí Guǒ / Yihkèih Gwó,0
Dread Plate,4,,Raises the power of Dark-type moves.,,こわもてプレート,Kowamote Purēto,Plaque Ombre,Furchttafel,Lastratimore,Tabla Oscura,공포플레이트,Gongpo Plate,惡顏石板 / 恶颜石板,È'yán Shíbǎn / Okngàahn Sehkbáan,0
Berserk Gene,2,,Confuses the holder and raises Attack.,,はかいのいでんし,Hakai no Idenshi,ADN Berzerk,Berserk-Gen,Gene Furioso,Gen Loco,파괴의유전자,Pagoe-ui Yujeonja,,,0
Apicot Berry,3,,Raises Special Defense when HP is below ⅓.,,ズアのみ,Zua no Mi,Baie Abriko,Apikobeere,Baccacocca,Baya Aricoc,규살열매,Gyusal Yeolmae,杏仔果,Xìngzǐ Guǒ / Hahngjái Gwó,0
Absorb Bulb,5,,Raises the holder's Special Attack after being hit by a Water-type attack. Consumed after use.,,きゅうこん,Kyūkon,Bulbe,Knolle,Bulbo,Tubérculo,구근,Gugeun,球根,Qiúgēn / Kàuhgān,0
Star Piece,2,,Can be sold for 4900.,,ほしのかけら,Hoshi no Kakera,Morceau d'Étoile,Sternenstück,Pezzo Stella,Trozo Estrella,별의조각,Byeorui Jogak,星星碎片,Xīngxīng Suìpiàn / Sīngsīng Seuipín,144
Space Mail,4,,Mail with an outer space pattern. To be held by a Pokémon for delivery.,,スペースメール,Space Mail,Lettre Cosmo,Sternbrief,Mess. Spazio,Car. Sideral,스페이스메일,Space Mail,,,0
Luminous Moss,6,,Raises the holder's Special Defense by one stage after being hit by a Water-type attack. Consumed after use.,,ひかりごけ,Hikari Goke,Lichen Lumineux,Leuchtmoos,Muschioluce,Musgo Brillante,빛이끼,Bit Ikki,光苔,Guāngtái / Gwōngtòih,0
Expert Belt,4,,Increases the power of super effective moves.,,たつじんのおび,Tatsujin no Obi,Ceinture Pro,Expertengurt,Abilcintura,Cinta Experto,달인의띠,Darinui Tti,達人帶 / 达人带,Dárén Dài / Daahtyàhn Daai,0
Key to Room 2,6,,Opens Room 2 of the Abandoned ShipRSE/Sea MauvilleORAS.,Called Rm. 2 Key in Generation III.,にごうしつのカギ,Ni-gō Shitsu no Kagi,Clé Salle 2,R2-Schlüssel,Chiave stanza 2,Ll. Habitación 2,이호실열쇠,I-hosil Yeolsoe,"２號客房的鑰匙 /
２号客房的钥匙",2 Hào Kèfáng-de Yàoshi / 2 Houh Haakfóng-dīk Yeuhksìh,1616
Left Poké Ball,,,,,のこされたボール,Nokosareta Ball,Poké Ball donnée,Nachlassball,Poké Ball altrui,Poké Ball Ajena,남겨진 볼,Namgyeojin Ball,留下的精靈球 / 留下的精灵球,Liúxià-de Jīnglíngqiú / Làuhhah-dīk Jīnglìhng Kàuh,0
Payapa Berry,4,,Reduces damage from a super effective Psychic-type move.,,ウタンのみ,Utan no Mi,Baie Yapap,Pyapabeere,Baccapayapa,Baya Payapa,야파열매,Yapa Yeolmae,福祿果 / 福禄果,Fúlù Guǒ / Fūkluhk Gwó,0
Jail Key,3,,The key to jail cells in Pyrite Town.,,ろうやのカギ,Rōya no Kagi,Cle de la Prison,Zellenschlüssel,Chiave Celle,Llave Celdas,,,,,0
Soot Sack,3,,Allows player to gather soot from Mt. Chimney and exchange for Flutes.,,はいぶくろ,Hai Bukuro,Sac à Suie,Aschetasche,Sacco Cenere,Saco hollín,검댕자루,Geomdaeng Jaru,集灰袋,Jíhuī Dài / Jaahpfūi Doih,0
Eject Button,5,,Forces the holder to switch out when hit by an attack that makes contact. Consumed after use.,,だっしゅつボタン,Dasshutsu Button,Bouton Fuite,Fluchtknopf,Pulsantefuga,Botón Escape,탈출버튼,Talchul Button,逃脫按鍵 / 逃脱按键,Táotuō Ànjiàn / Tòuhtyut Ongihn,0
Nutpea Berry,3,,Pokéblock ingredient. It will become an Enigma Berry if transferred to Generation IV via Pal Park.,,,,,,,,,,,,0
Gengarite,6,,Allows Gengar to Mega Evolve into Mega Gengar.,,ゲンガナイト,Ganganite,Ectoplasmite,Gengarnit,Gengarite,Gengarita,팬텀나이트,Penteomnite,耿鬼進化石 / 耿鬼进化石,Gěngguǐ Jìnhuà Shí / Gánggwái Jeunfa Sehk,0
,,,,,,,,,,,,,,,
Inquiry Mail,5,,Stationary for writing questions. To be held by a Pokémon for delivery.,,しつもんメール,Shitsumon Mail,Let. Demande,Fragebrief,Mess. Chiedi,C. Pregunta,질문메일,Jilmun Mail,詢問郵件 / 询问邮件,Xúnwèn Yóujiàn / Sēunmahn Yàuhgín,0
Coba Berry,4,,Reduces damage from a super effective Flying-type move by 50%.,,バコウのみ,Baco no Mi,Baie Cobaba,Kobabeere,Baccababa,Baya Kouba,바코열매,Baco Yeolmae,棱瓜果,Léngguā Guǒ / Lìhnggwā Gwó,0
Primarium Z,7,,Allows Primarina to upgrade Sparkling Aria to the special Z-Move Oceanic Operetta.,,アシレーヌＺ,Ashirene-Z,Oratozélite,Primarenium Z,Primarinium Z,Primastal Z,누리레느Z,Nurireneu-Z,西獅海壬Ｚ / 西狮海壬Ｚ,Xīshīhǎirén-Z / Sāisīhóiyàhm-Z,0
Bug Memory,7,,Makes Silvally a Bug-type Pokémon and makes Multi-Attack a Bug-type move.,,バグメモリ,Bug Memory,ROM Insecte,Käfer-Disc,ROM Coleottero,Disco Bicho,버그메모리,Bug Memory,"蟲子記憶碟*
虫子存储碟","Chóngzǐ Jìyìdié / Chùhngjí Geiyīkdihp*
Chóngzǐ Cúnchúdié",3
Flying Gem,5,,"Increases the power of the holder's first Flying-type move by 50%, and is consumed after use.",,ひこうのジュエル,Hikō no Jewel,Joyau Vol,Flugjuwel,Bijouvolante,Gema Voladora,비행주얼,Bihaeng Jewel,飛行寶石 / 飞行宝石,Fēixíng Bǎoshí / Fēihàhng Bóusehk,16
Protector,4,,A held item that allows Rhydon to evolve when traded.,,プロテクター,Protector,Protecteur,Schützer,Copertura,Protector,프로텍터,Protector,護具 / 护具,Hùjù / Wuhgeuih,0
Eviolite,5,,Raises the holder's Defense and Special Defense by 50% if the holder is capable of evolving.,,しんかのきせき,Shinka no Kiseki,Évoluroc,Evolith,Evolcondensa,Mineral Evol,진화의 휘석,Jinhwa-yi Hwiseok,進化奇石 / 进化奇石,Jìnhuà Qíshí / Jeunfa Kèihsehk,0
Net Ball,3,,A type of Poké Ball that works better on Water- and Bug-type Pokémon.,,ネットボール,Net Ball,Filet Ball,Netzball,Rete Ball,Malla Ball,넷트볼,Net Ball,捕網球 / 捕网球,Bǔwǎng Qiú / Bouhmóhng Kàuh,0
