Name,Gen,Description,English,Japanese Kana,Japanese Rōmaji,French,German,Italian,Spanish,Korean Hangul,Korean Romanized,Chinese Hànzì,Chinese Romanized
Storage Key,III,Allows a door to be opened on the Abandoned ShipRSE or the storage hold on the Sea MauvilleORAS.,Unown Report,アンノーンノート,Unknown Note,Carnet Zarbi,Icognitoheft,UnownBloc,Bloc Unown,안농노트,Annong Note,未知圖騰筆記 / 未知图腾笔记,Wèizhītúténg Bǐjì / Meihjītòuhtàhng Bātgei
Storage Key,IV,Gives the player access to the Galactic Warehouse in Veilstone City.,Berry Pots,きのみプランター,Kinomi Planter,Plante Baies,Pflanzset,Piantabacche,Plantabayas,나무열매플랜터,Namu Yeolmae Planter,樹果種植盆 / 树果种植盆,Shùguǒ Zhòngzhí Pén / Syuhgwó Júngjihk Pùhn
Strange Souvenir,VI,Currently has no use.,Photo Album,フォトアルバム,Photo Album,Album Photo,Fotoalbum,Album,Álbum,포토앨범,Photo Album,"相簿*
相册*","Xiàngbù / Séungbóu*
Xiàngcè*"
Strib Berry,III,Pokéblock ingredient. Will become an Enigma Berry if transferred to Generation IV via Pal Park.,GB Sounds,ＧＢプレイヤー,GB Player,Lecteur GB,GB-Player,Lettore GB,Lector GB,GB플레이어,GB Player,ＧＢ播放器,GB Bōfàng Qì / GB Bofong Hei
Subway Key,III,Operates the subway between The Under and the Shadow PKMN Lab.,Tidal Bell,うみなりのスズ,Uminari no Suzu,Glas tempête,Gischtglocke,Camp. Onda,Camp. Oleaje,해명의방울,Haemyeong-ui Bang-ul,海聲鈴鐺 / 海声铃铛,Hǎishēng Língdāng / Hóisīng Lìhngdōng
Suite Key,IV,Give to NPC in exchange for Lava Cookie.,Data Card,データカード,Data Card,Carte Mémo,Datenkarte,Scheda Dati,Tarjeta Datos,데이터카드,Data Card,"資料卡*
数据卡*","Zīliào Kǎ / Jīlíu Kāat*
Shùjù Kǎ*"
Sun Flute,VII,Used to evolve Nebby into Solgaleo at the Altar of the Sunne.,Jade Orb,もえぎいろのたま,Moegiiro no Tama,Orbe Vert,Grüne Kugel,Sfera Verde,Esfera Verde,연둣빛구슬,Yeondutbit Guseul,草綠色寶珠 / 草绿色宝珠,Cǎolǜ-sè Bǎo Zhū / Chóuluhk-sīk Bóujyū
Sun Shard,III,Allows Eevee to evolve into Espeon.,Lock Capsule,ロックカプセル,Lock Capsule,Capsule Anti-vol,Tresorkapsel,Cap. Scrigno,Cáp. Candado,록캡슐,Lock Capsule,上鎖的容器 / 上锁的容器,Shàngsuǒ-de Róngqì / Séuhngsó-dīk Yùhnghei
Sun Stone,II,"Can be used to evolve Sunkern, Gloom, Cottonee, Petilil, and Helioptile.",Enigma Stone,なぞのすいしょう,Nazo no Suishō,Mystécristal,Mytokristall,Misticristal,Misticristal,수수께끼의수정,Susukkekki-ui Sujeong,謎之水晶 / 谜之水晶,Mí-zhī Shuǐjīng / Màih-jī Séuijīng
Super Potion,I,Restores 60 HP. (50HP before Gen. VII).,,,,,,,,,,,
Super Repel,I,Prevents wild Pokémon with a lower level than the first member of the party from appearing for 200 steps,Liberty Pass,リバティチケット,Liberty Ticket,Passe Liberté*,Gartenpass,Liberticket,Ticket Libertad,리버티티켓,Liberty Ticket,自由船票,Zìyóu Chuánpiào / Jihyàuh Syùhnpiu
Super Rod,I,Can be used next to or while Surfing on water to encounter high-level wild aquatic Pokémon.,Prop Case,グッズケース,Goods Case,Boîte Parure,Deko-Box,Portagadget,Neceser,굿즈케이스,Goods Case,物品箱,Wùpǐn Xiāng / Mahtbán Sēung
Surfboard,I,"An item that can be used to travel on water, much like using the hidden move Surf. Unobtainable during normal gameplay.",Dragon Skull,ドラゴンのホネ,Dragon no Hone,Crâne Dragon,Drakoschädel,Teschio,Crán. Dragón,드래곤의뼈,Dragon-yi Ppyeo,龍之骨 / 龙之骨,Lóng-zhī Gǔ / Lùhng-jī Gwāt
Surf Mail,II,Mail with a Lapras pattern. To be held by a Pokémon for delivery.,Light Stone,ライトストーン,Light Stone,Galet Blanc,Lichtstein,Chiarolite,Orbe Claro,라이트스톤,Light Stone,光明石,Guāngmíng Shí / Gwōngmìhng Sehk
Surprise Mulch,VI,"When applied to a Berry patch, increases the chance of Berry mutation.",Dark Stone,ダークストーン,Dark Stone,Galet Noir,Dunkelstein,Scurolite,Orbe Oscuro,다크스톤,Dark Stone,黑闇石 / 黑暗石,Hēi'àn Shí / Hākam Sehk
Swampertite,VI,Allows Swampert to Mega Evolve into Mega Swampert.,Xtransceiver,ライブキャスター,Live Caster,Vokit,Viso-Caster,Interpoké,Videomisor,라이브캐스터,Live Caster,即時通訊器 / 即时通讯器,Jíshí Tōngxùn Qì / Jīksìh Tūngseun Hei
Sweet Heart,V,A very sugary chocolate. It restores one Pokémon's HP by 20.,God Stone*,ゴッドストーン,God Stone,—,—,—,—,—,—,神石,Shénshí / Sàhnsehk
System Lever,III,Shuts down the Cipher Key Lair.,Gram 1,はいたつぶつ１,Haitatsubutsu 1,Courrier 1,Briefpost 1,Missiva 1,Envío 1,배달물1,Baedalmul 1,配送物品１,Pèisòng Wùpǐn 1 / Puisung Mahtbán 1
Swift Wing,V,Raises the Speed of a Pokémon.,Gram 2,はいたつぶつ２,Haitatsubutsu 2,Courrier 2,Briefpost 2,Missiva 2,Envío 2,배달물2,Baedalmul 2,配送物品２,Pèisòng Wùpǐn 2 / Puisung Mahtbán 2
,,,Gram 3,はいたつぶつ３,Haitatsubutsu 3,Courrier 3,Briefpost 3,Missiva 3,Envío 3,배달물3,Baedalmul 3,配送物品３,Pèisòng Wùpǐn 3 / Puisung Mahtbán 3
,,,Medal Box,メダルボックス,Medal Box,B. Médailles,Medaillenbox,Box Premi,C. Insignias,메달박스,Medal Box,獎牌盒 / 奖牌盒,Jiǎngpái Hé / Jéungpáai Hahp
Tamato Berry,III,"Raises friendship, but lowers Speed EVs.",DNA Splicers,いでんしのくさび,Gene Wedge,Pointeau ADN,DNS-Keil,Cuneo DNA,Punta ADN,유전자쐐기,Yujeonja Swae-gi,基因之楔,Jīyīn-zhī Xiē / Gēiyān-jī Sit
Tanga Berry,III,Lowers effectiveness of a super effective Bug-type move.,Permit,きょかしょう,License,Permis,Genehmigung,Permesso,Pase,허가증,Heogajeung,許可證 / 许可证,Xǔkě Zhèng / Héuihó Jing
Tapunium Z,VII,Allows the guardian deities to upgrade Nature's Madness to the special Z-Move Guardian of Alola.,Oval Charm,まるいおまもり,Round Charm,Charme Ovale,Ovalpin,Ovamuleto,Amuleto Oval,둥근부적,Dunggeun Bujeok,圓形護符 / 圆形护符,Yuánxíng Hùfú / Yùhnyìhng Wuhfùh
Tea,III,To be given to the thirsty guards to gain entry to Saffron City.,Shiny Charm,ひかるおまもり,Shining Charm,Charme Chroma*,Schillerpin,Cromamuleto,Amuleto Iris,빚나는부적,Bitna-neun Bujeok,閃耀護符 / 闪耀护符,Shǎnyào Hùfú / Símyiuh Wuhfùh
Teachy TV,III,Gives tutorials of game functions.,Plasma Card,プラズマカード,Plasma Card,Carte Plasma,Plasmakarte,Carta Plasma,Tarjeta Plasma,플라스마카드,Plasma Card,等離子卡 / 等离子卡,Děnglízǐ Kǎ / Dánglèihjí Kāat
Terrain Extender,VII,"Lengthens duration of Electric Terrain, Psychic Terrain, Grassy Terrain, Misty Terrain, as well as Electric Surge, Psychic Surge, Grassy Surge, and Misty Surge from 5 turns to 8 turns when used by the holder.",Grubby Hanky,よごれたハンカチ,Dirty Handkerchief,MouchoirSale,Schnäuztuch,Pezza Sporca,Pan. Sucio,더러손수건,Deoreo Sonsugeon,髒手帕 / 脏手帕,Zāng Shǒupà / Jōng Sáupaak
Teru-sama,II,A group of dummy items. Unobtainable during normal gameplay.,Colress Machine*,アクロママシーン,Achroma Machine,Nikodule,Achromat,Acrocongegno,Acromáquina,아크로마머신,Achroma Machine,阿克羅瑪機器 / 阿克罗玛机器,Ākèluómǎ Jīqì / Ahāklòhmáh Gēihei
Thanks Mail,V,Stationary designed for a thank you note. To be held by a Pokémon for delivery.,Dropped Item,わすれもの,Forgotten Item,Objet Trouvé,Fundsache,Oggetto Perso,Obj. Perdido,잊은물건,Ijeun Mulgeon,遺忘物 / 遗忘物,Yíwàng Wù / Wàihmòhng Maht
Thick Club,III,Doubles Cubone and Marowak's Attack.,Reveal Glass,うつしかがみ,Reflecting Mirror,Miroir Sacré,Wahrspiegel,Verispecchio,Espejo Veraz,비추는거울,Bichu-neun Geoul,現形鏡 / 现形镜,Xiànxíng Jìng / Yihnyìhng Geng
Thunder Stone,I,"Can be used to evolve Pikachu into Raichu, Eevee into Jolteon, and Eelektrik to Eelektross.
Note: Formatted as Thunderstone prior to Generation VI.",,,,,,,,,,,
Tidal Bell,IV,Allows the Kimono Girls to summon Lugia.,Holo Caster,ホロキャスター,Holo Caster,Holokit,Holo-Log,Holovox,Holomisor,홀로캐시터,Holo Caster,"全像投影通訊器*
全息影像通讯器*","Quánxiàng Tóuyǐng Tōngxùn Qì / Chyùhnjeuhng Tàuhyíng Tūngseun Hei*
Quánxī Yǐngxiàng Tōngxùn Qì*"
Time Flute,III,Can be used to instantly purify a Shadow Pokémon.,Prof's Letter,はかせのてがみ,Hakase no Tegami,Lettre du Prof,Brief vom Prof,Lettera del Prof,Carta Profesor,박사의편지,Baksa-ui Pyeonji,博士的信,Bóshì-de Xìn / Boksih-dīk Seun
Timer Ball,III,A type of Poké Ball that works better the longer the battle has lasted.,Roller Skates,ローラースケート,Roller Skate,Rollers,Rollerskates,Pattini,Patines,롤러스케이트,Roller Skate,"溜冰鞋*
轮滑鞋*","Liūbīng Xié / Làuhbīng Hàaih*
Lúnhuá Xié*"
Tiny Mushroom,II,"Exchangeable in return for services.
Note: Formatted as TinyMushroom prior to Generation VI.",Sprinklotad,ハスボーじょうろ,Hassboh Jōro,Nénurrosoir,Loturzelkanne,Irrigalotad,Lotadgadera,연꽃몬물뿌리개,Yeonkkotmon Mulppurigae,蓮葉童子噴壺 / 莲叶童子喷壶,Liányètóngzǐ Pēnhú / Lìhnyihptùhngjí Panwùh
TM Case,III,Holds TMs.,Power Plant Pass,はつでんしょパス,Hatsudensho Pass,Passe Centrale,Kraftwerks-Pass,Pass Centrale,Pase Central,발전소패스,Baljeonso Pass,發電廠通行證 / 发电厂通行证,Fādiànchǎng Tōngxíngzhèng / Faatdihnchóng Tūnghàhngjing
TMs (50-100 different),I,One-time use items that can teach moves to Pokémon.,Mega Ring,メガリング,Mega Ring,Méga-Anneau,Mega-Ring,Megacerchio,Mega-Aro,메가링,Mega Ring,超級環 / 超级环,Chāojí Huán / Chīukāp Wàahn
TMV Pass,VI,Allows the player to ride the TMV and access Kiloude City.,Intriguing Stone,すごそうないし,Sugosōna Ishi,Pierre Insolite,Kurioser Stein,Sasso suggestivo,Piedra Insólita,대단할듯한돌,Daedanhaldeushan Dol,似珍石,Sì Zhēnshí / Chíh Jānsehk
Topo Berry,III,"Pokéblock ingredient. If transferred to Generation IV via Pal Park, it will turn into an Enigma Berry.",Elevator Key,エレベーターのキー,Elevator no Key,Clé Ascenseur,Liftschlüssel,Chiave ascensore,Llave Ascensor,엘리베이터키,Elevator Key,電梯鑰匙 / 电梯钥匙,Diàntī Yàoshi / Dihntāi Yeuhksìh
Touga Berry,III,"Cures Confusion. If transferred to Generation IV via Pal Park, it will turn into an Enigma Berry.",TMV Pass,TMVパス,TMV Pass,Passe TMV,TMV-Pass,Pass TMV,Abono del TMV,TMV패스,TMV Pass,ＴＭＶ自由票,TMV Zìyóu Piào / TMV Jihyàuh Piu
Town Map,I,Contains an interactive map of the region and where the player is at the time.,Honor of Kalos,カロスエンブレム,Kalos Emblem,Insigne de Kalos,Kalos-Emblem,Emblema di Kalos,Emblema de Kalos,칼로스엠블럼,Kalos Emblem,卡洛斯勳章 / 卡洛斯勋章,Kǎluòsī Xūnzhāng / Kāloksī Fānjēung
Toxic Orb,IV,Inflicts the Badly poisoned status on the holder.,Adventure Rules,たんけんこころえ,Tanken Kokoroe,ABC Aventure,Abenteuerfibel,Guida Avventura,Guía de Máximas,탐험수칙,Tamheom Suchig,探險心得 / 探险心得,Tànxiǎn Xīndé / Taamhím Sāmdāk
Toxic Plate,IV,Raises the power of Poison-type moves.,Lens Case,レンズケース,Lens Case,Boîte Lentilles,Linsenetui,Portalenti,Portalentillas,렌즈케이스,Lens Case,隱形眼鏡盒 / 隐形眼镜盒,Yǐnxíng Yǎnjìng Hé / Yányìhng Ngáahngeng Hahp
Travel Trunk,VI,"Not available without cheating. Allows the player to switch their clothes, just like in a Pokémon Center.",Looker Ticket,ハンサムチケット,Handsome Ticket,Ticket Beladonis,LeBelle-Ticket,Carta Bellocchio,Boleto Handsome,핸섬티켓,Handsome Ticket,帥哥券 / 帅哥券,Shuàigē Quàn / Seuigō Hyun
Tri-Pass,III,Allows the player to travel to the first three Sevii Islands.,Mega Charm,メガチャーム,Mega Charm,Méga-Charme,Megaillon,Megaciondolo,Megacolgante,메가참이,Mega Charm,超級墜飾 / 超级坠饰,Chāojí Zhuìshì / Chīukāp Jeuihsīk
Tropic Mail,III,Mail with a picture of Bellossom. To be held by a Pokémon for delivery.,Pokéblock Kit,ポロックキット,Polock Kit,Kit Pokébloc,Pokériegel-Set,Kit Pokémelle,Kit de Pokécubos,포켓몬스넥키트,Pokémon Snack Kit,"寶可方塊組合*
宝可方块套装*","Bǎokě Fāngkuài Zǔhé / Bóuhó Fōngfaai Jóuhahp*
Bǎokě Fāngkuài Tàozhuāng*"
Tunnel Mail,IV,Mail with a picture of a dark tunnel/mine. To be held by a Pokémon for delivery.,Devon Scuba Gear,デボンボンベ,Devon Bombe,Plongeur Devon,Devon-Atemgerät,Maschera Devon,Bombona Devon,데봉봄베,Devon Bombe,得文潛水裝備 / 得文潜水装备,Déwén Qiánshuǐ Zhuāngbèi / Dākmàhn Chìhmséui Jōngbeih
Twisted Spoon,II,"Raises the power of Psychic-type moves.
Note: Formatted as TwistedSpoon prior to Generation VI.",Contest Costume,ライブスーツ,Live Suit,Costume Live,Live-Anzug,Costume Live,Traje de Gala,라이브슈트,Live Suit,演出禮服 / 演出礼服,Yǎnchū Lǐfú / Yínchēut Láihfuhk
Tyranitarite,VI,Allows Tyranitar to Mega Evolve into Mega Tyranitar.,Contest Costume,ライブドレス,Live Dress,Robe Live,Live-Kleid,Vestito Live,Vestido de Gala,라이브드레스,Live Dress,演出禮裙 / 演出礼裙,Yǎnchū Lǐqún / Yínchēut Láihkwàhn
,,,Magma Suit,マグマスーツ,Magma Suit,Scaph. Magma,Magma-Anzug,Tuta Magma,Traje Magma,마그마슈트,Magma Suit,熔岩裝 / 熔岩装,Róngyán Zhuāng / Yùhngngàahm Jōng
,,,Aqua Suit,アクアスーツ,Aqua Suit,Scaphandre Aqua,Aqua-Anzug,Tuta Idro,Traje Aqua,아쿠아슈트,Aqua Suit,海洋裝 / 海洋装,Hǎiyáng Zhuāng / Hóiyèuhng Jōng
U-Disk,III,Moves the UFO in The Under to Pyrite Town's windmill.,Pair of Tickets,ペアチケット,Pair Ticket,Ticket Duo,Zweierticket,Biglietto doppio,Entrada para dos,페어티켓,Pair of Tickets,雙人票 / 双人票,Shuāngrén Piào / Sēungyàhn Piu
Ultra Ball,I,A Poké Ball with a high capture rate.,Mega Bracelet,メガバングル,Mega Bangle,Méga-Bracelet,Mega-Armreife,Megabracciale,Megapulsera,메가뱅글,Mega Bangle,超級手鐲 / 超级手镯,Chāojí Shǒuzhuó / Chīukāp Sáujuhk
Ultranecrozium Z,VII,"Allows Necrozma to transform into Ultra Necrozma after fusing with Solgaleo or Lunala, also upgrades Photon Geyser to the special Z-Move Light That Burns the Sky as Ultra Necrozma.",Prison Bottle,いましめのつぼ,Imashime no Tsubo,Vase Scellé,Banngefäß,Vaso del vincolo,Vasija Castigo,굴레의항아리,Gulle-yi Hang-ari,懲戒之壺 / 惩戒之壶,Chéngjiè-zhī Hú / Chìhnggaai-jī Wùh
Unown Report,IV,Lists the caught Unown forms. Replaces the Unown Mode of Generation II.,Mega Cuff,メガブレス,Mega Brace,Méga-Manchette,Mega-Armbänder,Megapolsiera,Megabrazalete,메가블레스,Mega Brace,超級護腕 / 超级护腕,Chāojí Hùwàn / Chīukāp Wuhwún
Up-Grade,II,A held item which allows Porygon to evolve when traded.,Meteorite Shard,いんせきのかけら,Inseki no Kakera,Éclat Météorite,Meteoritenstück,Framm. meteorite,Frag. Meteorito,운석조각,Unseok Jogag,隕石碎片 / 陨石碎片,Yǔnshí suìpiàn / Wáhnsehk Seuipín
,,,Eon Flute,むげんのふえ,Mugen no Fue,Flûte Éon,Äon-Flöte,Flauto Eone,Flauta Eón,무한의피리,Muhan Uipili,無限之笛 / 无限之笛,Wúxiàn-zhī Dí / Mòuhhaahn-jī Dehk
,,,,,,,,,,,,,
Venusaurite,VI,Allows Venusaur to Mega Evolve into Mega Venusaur.,Makeup Bag,コスメポーチ,Cosmetics Pouch,Trousse Beauté,Kosmetiketui,Trousse,Kit Maquillaje,코스메틱파우치,Cosmetics Pouch,化妝包 / 化妆包,Huàzhuāng Bāo / Fajōng Bāau
Vivid Scent,III,Reduces the heart gauge by a large amount and increases friendship.,Key Stone,キーストーン,Key Stone,Gemme Sésame,Schlüssel-Stein,Pietrachiave,Piedra Activadora,키스톤,Key Stone,鑰石 / 钥石,Yàoshí / Yeuhksehk
Voice Case 1,III,Heals a Combusken in Agate Village.,Z-Ring,Ｚリング,Z-Ring,Bracelet Z,Z-Ring,Cerchio Z,Pulsera Z,Z링,Z Ring,Ｚ手環 / Ｚ手环,Z Shǒuhuán / Z Sáuwàahn
Voice Case 2,III,Heals a Poochyena in Agate Village.,Forage Bag,ざいりょうぶくろ,Zairyō Bukuro,Sac Ingrédients,Zutatenbeutel,Portaingredienti,Zurrón,재료주머니,Jaelyo Jumeoni,材料袋,Cáiliào Dài / Chòihlíu Doih
Voice Case 3,III,Heals a Taillow in Agate Village.,Fishing Rod,つりざお,Tsurizao,Canne à Pêche,Angel,Amo,Caña,낚싯대,Nakksisdae,釣竿 / 钓竿,Diàogān / Diugōn
Voice Case 4,III,Apparently heals a Wobbuffet in Agate Village.,Professor's Mask,はかせのふくめん,Hakase no Fukumen,Masque du Prof,Maske des Profs,Maschera Prof.,Máscara Profesor,박사의복면,Bagsaui Bogmyeon,博士的面罩,Bóshì-de Miànzhào / Boksih-dīk Mihnjaau
Voice Case 5,III,Heals a Shroomish at ONBS.,Sparkling Stone,かがやくいし,Kagayaku Ishi,Gemme Lumière,Glitzerstein,Pietra lucente,Piedra Brillante,빛나는돌,Bichnaneun Dol,光輝石 / 光辉石,Guānghuī Shí / Gwōngfāi Sehk
Vs. Recorder,IV,Used to record and replay battles.,Zygarde Cube,ジガルデキューブ,Zygarde Cube,Boîte Zygarde,Zygarde-Würfel,Teca Zygarde,Arca de Zygarde,지가르데큐브,Zygarde Cube,基格爾德多面體 / 基格尔德多面体,Jīgé'ěrdé Duōmiàntǐ / Gēigaakyíhdāk Dōmihntái
Vs. Seeker,III,Used to prompt Trainers for a rematch.,Ride Pager,ライドギア,Ride Gear,Appel-Monture,PokéMobil-Funk,Chiamapassaggio,Buscamontura,라이드기어,Ride Gear,騎行裝置 / 骑行装置,Qíxíng Zhuāngzhì / Kèihhàahng Jōngji
,,,Sun Flute,たいようのふえ,Taiyō no Fue,Flûte du Soleil,Sonnenflöte,Flauto solare,Flauta Solar,태양의피리,Taeyang Uipili,太陽之笛 / 太阳之笛,Tàiyáng-zhī Dí / Taaiyèuhng-jī Dehk
,,,Moon Flute,つきのふえ,Tsuki no Fue,Flûte de la Lune,Mondflöte,Flauto lunare,Flauta Lunar,달의피리,Dal Uipili,月亮之笛,Yuèliàng-zhī Dí / Yuhtleuhng-jī Dehk
Wacan Berry,IV,Reduces damage taken from a super effective Electric-type move.,Enigmatic Card,あやしいカード,Ayashī Card,Message Mystère,Seltsame Karte,Lettera segreta,Nota Intrigante,괴상한카드,Goesanghan Card,奇異卡片 / 奇异卡片,Qíyì Kǎpiàn / Kèihyih Kāatpín
Wailmer Pail,III,Used to water Berry plants.,Z-Power Ring,Ｚパワーリング,Z Power Ring,Super Bracelet Z,Z-Kraftring,Supercerchio Z,Superpulsera Z,Z파워링,Z-Power Ring,Ｚ強力手環 / Ｚ强力手环,Z Qiánglì Shǒuhuán / Z Kèuhnglihk Sáuwàahn
Water Gem,V,"Increases the power of the holder's first Water-type move by 50%, and is consumed after use.",Pink Petal,ももいろはなびら,Momoiro Hanabira,Pétale Rose,Rosa Blatt,Petalo rosa,Pétalo Rosa,담홍꽃잎,Damhong Kkochip,粉紅花瓣 / 粉红花瓣,Fěnhóng Huābàn / Fánhùhng Fāfáan
Water Memory,VII,Makes Silvally a Water-type Pokémon and makes Multi-Attack a Water-type move.,Orange Petal,だいだいはなびら,Daidai Hanabira,Pétale Orange,Oranges Blatt,Petalo arancione,Pétalo Naranja,주황꽃잎,Juhwang Kkochip,橙色花瓣,Chéng-sè Huābàn / Chàahng-sīk Fāfáan
Water Stone,I,"Can be used to evolve Poliwhirl into Poliwrath, Shellder into Cloyster, Staryu into Starmie, Eevee into Vaporeon, Lombre into Ludicolo, and Panpour into Simipour.",Blue Petal,あおのはなびら,Ao no Hanabira,Pétale Bleu,Blaues Blatt,Petalo azzurro,Pétalo Azul,파랑꽃잎,Parang Kkochip,藍色花瓣 / 蓝色花瓣,Lán-sè Huābàn / Làahm-sīk Fāfáan
Waterium Z,VII,Allows a Pokémon to upgrade their Water-type damaging moves to the Z-Move Hydro Vortex or upgrade their Water-type status moves into Z-Moves. Makes Arceus a Water-type Pokémon.,Red Petal,あかのはなびら,Aka no Hanabira,Pétale Rouge,Rotes Blatt,Petalo rosso,Pétalo Rojo,빨강꽃잎,Ppalgang Kkochip,紅色花瓣 / 红色花瓣,Hóng-sè Huābàn / Hùhng-sīk Fāfáan
Watmel Berry,III,Pokéblock and Poffin ingredient.,Green Petal,みどりのはなびら,Midori no Hanabira,Pétale Vert,Grünes Blatt,Petalo verde,Pétalo Verde,초록꽃잎,Chorok Kkochip,綠色花瓣 / 绿色花瓣,Lǜ-sè Huābàn / Luhk-sīk Fāfáan
