Name,Gen,Gen2,Description,Note,NameStar,Japanese Kana,Japanese Romaji,French,German,Italian,Spanish,Korean Hangul,Korean Romanized,Chinese Hànzì,Chinese Romanized,Star
Power Band,4,,"Promotes Special Defense EVs, but lowers Speed in battle.",,FALSE,パワーバンド,Power Band,Bandeau Pouvoir,Machtband,Vigorbanda,Banda Recia,파워밴드,Power Band,力量束帶 / 力量束带,Lìliàng Shùdài / Lihkleuhng Chūkdaai,128
Exp. Share,1,,A held item that allows Pokémon to gain experience without battling.,Named Exp.All prior to Generation II.,FALSE,がくしゅうそうち,Gakushū Sōchi,Multi Exp,EP-Teiler,Condividi Esp.,Repartir Exp,학습장치,Hakseup Jangchi,學習裝置 / 学习装置,Xuéxí Zhuāngzhì / Hohkjaahp Jōngji,1056
Topo Berry,3,,"Pokéblock ingredient. If transferred to Generation IV via Pal Park, it will turn into an Enigma Berry.",,FALSE,,,,,,,,,,,
Steel Gem,5,,"Increases the power of the holder's first Steel-type move by 50%, and is consumed after use.",,FALSE,はがねのジュエル,Hagane no Jewel,Joyau Acier,Stahljuwel,Bijouacciaio,Gema Acero,강철주얼,Gangcheol Jewel,鋼之寶石 / 钢之宝石,Gāng-zhī Bǎoshí / Gong-jī Bóusehk,16
Aguav Berry,3,,"When HP falls below 25%, restores 50% HP, but confuses Pokémon that dislike bitter food (12.5% when below 50% before Gen. VII).",,FALSE,バンジのみ,Banji no Mi,Baie Gowav,Gauvebeere,Baccaguava,Baya Guaya,아바열매,Ava Yeolmae,樂芭果 / 乐芭果,Lèbā Guǒ / Lohkbā Gwó,0
Basement Key,2,,Allows the player to access the basement of the Goldenrod Tunnel.,,FALSE,ちかのカギ,Chika no Kagi,Clé Sous-Sol,Kelleröffner,Chiave sotterr.,Llave del Sótano,지하열쇠,Jiha Yeolsoe,地下鑰匙 / 地下钥匙,Dìxià Yàoshi / Deihhah Yeuhksìh,28
Discount Coupon,6,,Used at any boutique for a one-time 50% discount.,,FALSE,バーゲンチケット,Bargain Ticket,Bon Réduction,Rabattmarke,Buono sconto,Vale Descuento,바겐세일티켓,Bargain Ticket,折價券 / 折价券,Zhéjià Quàn / Jitga Gyun,0
Micle Berry,4,,Raises a move's accuracy just once when HP is below ⅓ of maximum.,,FALSE,ミクルのみ,Micle no Mi,Baie Micle,Wunfrubeere,Baccaracolo,Baya Lagro,미클열매,Micle Yeolmae,奇秘果,Qímì Guǒ / Kèihbīt Gwó,0
Festival Ticket,7,,A ticket that allows you to host a mission in Festival Plaza.,,FALSE,フェスチケット,Fest Ticket,Festicket,Festival-Ticket,Festicket,Festicupón,페스티켓,Fest Ticket,圓慶票 / 圆庆票,Yuánqìng Piào / Yùhnhing Piu,0
Disc Case,3,,Holds Battle CDs.,,FALSE,ディスクケース,Disc Case,Boite Holog.,CD-Box,Porta-CD,Caja Discos,,,,,0
X Sp. Def 3,5,,Drastically raises a Pokémon's Special Defense. Wonder Launcher only.,,FALSE,,,,,,,,,,,
Poké Toy,5,,Allows the player to flee from any battle with a wild Pokémon.,,FALSE,ポケじゃらし,Poké Jarashi,Poképlumet,Pokéwedel,Pokégingillo,Pokéseñuelo,포켓풀,Pocket Pul,寶可尾草 / 宝可尾草,Bǎokě Wěicǎo / Bóuhó Méihchóu,0
Old Rod,1,,Can be used in or next to water to initiate a battle with a low-level aquatic Pokémon.,,FALSE,ボロのつりざお,Boro no Tsurizao,Canne,Angel,Amo Vecchio,Caña Vieja,낡은낚싯대,Nalgeun Naksitdae,破舊釣竿 / 破旧钓竿,Pòjiù Diàogān / Pogauh Diugōn,0
Dubious Disc,4,,A hold item that allows Porygon2 to evolve when traded.,,FALSE,あやしいパッチ,Ayashii Patch,CD Douteux,Dubiosdisc,Dubbiodisco,Discoxtraño,괴상한패치,Goesanghan Patch,可疑補丁 / 可疑补丁,Kěyí Bǔdīng / Hóyìh Bóudīng,0
Decidium Z,7,,Allows Decidueye to upgrade Spirit Shackle to the special Z-Move Sinister Arrow Raid.,,FALSE,ジュナイパーＺ,Junaiper-Z,Archézélite,Silvarronium Z,Deciduenium Z,Dueyestal Z,모크나이퍼Z,Mokeunaipeo-Z,狙射樹梟Ｚ / 狙射树枭Ｚ,Jūshèshùxiāo-Z / Jēuisehsyuhhīu-Z,0
Sablenite,6,,Allows Sableye to Mega Evolve into Mega Sableye.,,FALSE,ヤミラミナイト,Yamiraminite,Ténéfixite,Zobirisnit,Sableyeite,Sableynita,깜까미나이트,Kamkaminite,勾魂眼進化石 / 勾魂眼进化石,Gōuhúnyǎn Jìnhuà Shí / Ngāuwàhnngáahn Jeunfa Sehk,0
Repeat Ball,3,,A type of Poké Ball that works better on Pokémon already caught before.,,FALSE,リピートボール,Repeat Ball,Bis Ball,Wiederball,Bis Ball,Acopio Ball,리피드볼,Ripideu Ball,重複球 / 重复球,Chóngfù Qiú / Chùhngfūk Kàuh,0
Pamtre Berry,3,,Pokéblock and Poffin ingredient.,,FALSE,シーヤのみ,Shīya no Mi,Baie Palma,Pallmbeere,Baccapalma,Baya Plama,자야열매,Jaya Yeolmae,椰木果,Yēmù Guǒ / Yèhmuhk Gwó,0
Icicle Plate,4,,Raises the power of Ice-type moves.,,FALSE,つららのプレート,Tsurara no Purēto,Plaque Glace,Frosttafel,Lastragelo,Tabla Helada,고드름플레이트,Godeureum Plate,冰柱石板,Bīngzhù Shíbǎn / Bīngchyúh Sehkbáan,0
Elevator Key,6,,Activates the elevator in Lysandre Labs.,,FALSE,"エレベーターキー
エレベーターのキー","Elevator Key
Elevator no Key","Cle Ascens.*
Clé Ascenseur","Liftkarte*
Liftschlüssel","Chiave Asc.
Chiave ascensore","Ll. Ascensor
Llave Ascensor",엘리베이터키,Elevator Key,電梯鑰匙 / 电梯钥匙,Diàntī Yàoshi / Dihntāi Yeuhksìh,192
Z-Ring,7,,Allows the player to use Z-Moves when a Pokémon is holding an appropriate Z-Crystal. Allows the player to use Mega Evolution after obtaining a Key Stone when a Pokémon is holding the appropriate Mega Stone.,,FALSE,Ｚリング,Z-Ring,Bracelet Z,Z-Ring,Cerchio Z,Pulsera Z,Z링,Z Ring,Ｚ手環 / Ｚ手环,Z Shǒuhuán / Z Sáuwàahn,0
Silver Powder,2,,Raises the power of Bug-type moves.,Formatted as SilverPowder prior to Generation VI.,FALSE,ぎんのこな,Gin no Kona,Poudre Argentée,Silberstaub,Argenpolvere,Polvo Plata,은빛가루,Eunbit Garu,銀粉 / 银粉,Yínfěn / Ngàhnfán,1152
Data Card,,,,,,データカード,Data Card,Carte Mémo,Datenkarte,Scheda Dati,Tarjeta Datos,데이터카드,Data Card,"資料卡*
数据卡","Zīliào Kǎ / Jīlíu Kāat*
Shùjù Kǎ",3
Fashion Case,4,,Stores Accessories.,,FALSE,アクセサリーいれ,Accessory Ire,Coffret Mode,Modekoffer,Scatola Chic,Caja Corazón,액세서리상자,Accessory Sangja,飾品盒 / 饰品盒,Shìpǐn Hé / Sīkbán Hahp,0
Left Poké Ball,,,,,,のこされたボール,Nokosareta Ball,Poké Ball donnée,Nachlassball,Poké Ball altrui,Poké Ball Ajena,남겨진 볼,Namgyeojin Ball,留下的精靈球 / 留下的精灵球,Liúxià-de Jīnglíngqiú / Làuhhah-dīk Jīnglìhng Kàuh,0
Oran Berry,3,,Restores 10 HP.,,FALSE,オレンのみ,Oren no Mi,Baie Oran,Sinelbeere,Baccarancia,Baya Aranja,오랭열매,Oraeng Yeolmae,橙橙果,Chéngchéng Guǒ / Chàahngchàahng Gwó,0
Silk Scarf,3,,Raises the power of Normal-type moves.,,FALSE,シルクのスカーフ,Silk no Scarf,Mouchoir Soie,Seidenschal,Sciarpa Seta,Pañuelo Seda,실크스카프,Silk Scarf,絲綢圍巾 / 丝绸围巾,Sīchóu Wéijīn / Sīchàuh Wàihgān,160
Relic Statue,5,,Can be sold for 200000 to the villa owner in Undella Town.,,FALSE,こだいのせきぞう,Kodai no Sekizō,Vieux Santon,Alte Statue,Statuantica,Efigie Antigua,고대의석상,Godae-yi Seoksang,古代石像,Gǔdài Shíxiàng / Gúdoih Sehkjeuhng,16
Wide Lens,4,,Boosts accuracy of holder by an 110%.,,FALSE,こうかくレンズ,Kōkaku Lens,Loupe,Großlinse,Grandelente,Lupa,광각렌즈,Gwanggak-lens,廣角鏡 / 广角镜,Guǎngjiǎo Jìng / Gwónggok Geng,0
Music Disc,3,,Allows a change of music in Trest's house.,,FALSE,おんがくソフト,Ongaku Soft,CD Musique,Musik-CD,CD Musicale,Disco Música,,,,,0
Love Ball,2,,A type of Poké Ball that works better on Pokémon of the opposite gender.,,FALSE,ラブラブボール,Love-Love Ball,Love Ball,Sympaball,Love Ball,Amor Ball,러브러브볼,Love-Love Ball,甜蜜球,Tiánmì Qiú / Tìhmmaht Kàuh,0
Occa Berry,4,,Reduces damage taken from a super effective Fire-type move.,,FALSE,オッカのみ,Occa no Mi,Baie Chocco,Koakobeere,Baccacao,Baya Caoca,오카열매,Oca Yeolmae,巧可果,Qiǎokě Guǒ / HáauhóGwó,0
Gram 1,5,,An important letter which Wingull delivers.,,FALSE,はいたつぶつ１,Haitatsubutsu 1,Courrier 1,Briefpost 1,Missiva 1,Envío 1,배달물1,Baedalmul 1,配送物品１,Pèisòng Wùpǐn 1 / Puisung Mahtbán 1,0
Park Ball,4,,A type of Poké Ball that is used to recapture Generation III Pokémon in the Pal Park.,,FALSE,パークボール,Park Ball,Parc Ball,Parkball,Parco Ball,Parque Ball,파크볼,Park Ball,公園球 / 公园球,Gōngyuán Qiú / Gūngyún Kàuh,0
Roto Bargain,,,,,,やすうりポン,Yasu'uri Pon,Moti-Promo,Schnäppchenbon,Sconto'n'roll,Cupón Rebaja, ???, ???,優惠碰碰 / 优惠碰碰,Yōuhuì Pèngpèng / Yāuwaih Pungpung,0
Xtransceiver,5,,Used to make video calls to other players. Also used by in-game Trainers to advance the story.,,FALSE,ライブキャスター,Live Caster,Vokit,Viso-Caster,Interpoké,Videomisor,라이브캐스터,Live Caster,即時通訊器 / 即时通讯器,Jíshí Tōngxùn Qì / Jīksìh Tūngseun Hei,0
Dragonium Z,7,,Allows a Pokémon to upgrade their Dragon-type damaging moves to the Z-Move Devastating Drake or upgrade their Dragon-type status moves into Z-Moves. Makes Arceus a Dragon-type Pokémon.,,FALSE,ドラゴンＺ,Dragon-Z,Dracozélite,Dracium Z,Draconium Z,Dracostal Z,드개곤Z,Dragon-Z,龍Ｚ / 龙Ｚ,Lóng-Z / Lùhng-Z,0
Rawst Berry,3,,Cures a burn.,,FALSE,チーゴのみ,Chīgo no Mi,Baie Fraive,Fragiabeere,Baccafrago,Baya Safre,복분열매,Bokbun Yeolmae,莓莓果,Méiméi Guǒ / Mùihmùih Gwó,0
Ice Gem,5,,"Increases the power of the holder's first Ice-type move by 50%, and is consumed after use.",,FALSE,こおりのジュエル,Kōri no Jewel,Joyau Glace,Eisjuwel,Bijoughiaccio,Gema Hielo,얼음주얼,Eol'eum Jewel,冰之寶石 / 冰之宝石,Bīng-zhī Bǎoshí / Bīng-jī Bóusehk,48
Darkinium Z,7,,Allows a Pokémon to upgrade their Dark-type damaging moves to the Z-Move Black Hole Eclipse or upgrade their Dark-type status moves into Z-Moves. Makes Arceus a Dark-type Pokémon.,,FALSE,アクＺ,Evil-Z,Ténébrozélite,Noctium Z,Obscurium Z,Nictostal Z,악Z,Ak-Z,惡Ｚ / 恶Ｚ,È-Z / Ok-Z,0
Reset Urge,5,,Eliminates stat changes from an ally Pokémon. Wonder Launcher only.,,FALSE,フラットコール,Flat Call,Réamorçage,Umkehrappell,Ripristino,Quitaestado,플랫콜,Flat Call,,,0
Poké Doll,1,,Allows the player to flee from any battle with a wild Pokémon.,,FALSE,ピッピにんぎょう,Pippi Ningyō,Poképoupée,Poképuppe,Poké Bambola,Poké Muñeco,삐삐인형,Ppippi Inhyeong,皮皮玩偶,Pípí Wán'ǒu / Pèihpèih Wuhnngáuh,0
Hard Stone,2,,Raises the power of Rock-type moves.,,FALSE,かたいいし,Katai Ishi,Pierre Dure,Granitstein,Pietradura,Piedra Dura,딱딱한돌,Ttakttakhan Dol,硬石頭 / 硬石头,Yìng Shítou / Ngaahng Sehktàuh,0
Liechi Berry,3,,Raises Attack when HP is below ⅓ of maximum.,,FALSE,チイラのみ,Chyla no Mi,Baie Lichii,Lydzibeere,Baccalici,Baya Lichi,치리열매,Cheely Yeolmae,枝荔果,Zhīlì Guǒ / Jīlaih Gwó,0
Kangaskhanite,6,,Allows Kangaskhan to Mega Evolve into Mega Kangaskhan.,,FALSE,ガルーラナイト,Garuranite,Kangourexite,Kangamanit,Kangaskhanite,Kangaskhanita,캥카나이트,Kengkanite,袋獸進化石 / 袋兽进化石,Dàishòu Jìnhuà Shí / Doihsau Jeunfa Sehk,0
Electric Seed,7,,A one-time use item that raises the holder's Defense by one stage upon activation of Electric Terrain.,,FALSE,エレキシード,Electric Seed,Graine Électrik,Elektro-Samen,Elettroseme,Semilla Electro,일렉트릭시드,Electric Seed,電氣種子 / 电气种子,Diànqì Zhǒngzi / Dihnhei Júngjí,0
Luck Incense,4,,Causes earnings to double in battles against other Trainers. A Chansey or Blissey holding it can breed to produce a Happiny.,,FALSE,こううんのおこう,Kōun no Okō,Encens Veine,Glücksrauch,Fortunaroma,Incienso duplo,행운의향로,Haeng-unui Hyangno,幸運薰香 / 幸运薰香,Xìngyùn Xūnxiāng / Hahngwahn Fānhēung,16
Iron Ball,4,,Cuts a Pokémon's Speed and makes it susceptible to Ground-type moves.,,FALSE,くろいてっきゅう,Kuroi Tekkyū,Balle Fer,Eisenkugel,Ferropalla,Bola Férrea,검은철구,Geomeun Cheolgu,黑色鐵球 / 黑色铁球,Hēi-sè Tiěqiú / Hāak-sīk Titkàuh,0
White Flute,3,,Attracts wild Pokémon to the player.RSEFRLGDPPtHGSS Can be sold for 8000.BWB2W2 Decreases the level of wild Pokémon by one to three levels.ORAS,,FALSE,しろいビードロ,Shiroi Vidro,Flûte Blanche,Weisse Flöte,Flauto Bianco,Flauta Blanca,하양비드로,Hayang Vidro,白色玻璃哨,Bái-sè Bōlí Shào / Baahk-sīk Bōlèih Saau,128
Ein File S,3,,Describes Shadow Pokémon.,,FALSE,ボルグファイルＤ,Borg File D,Dossier Teck O,Culpa-Akte C-P,Genus.File O,Parte Ein: O,,,,,0
Yago Berry,3,,Pokéblock ingredient. Will turn into an Enigma Berry if transferred to Generation IV via Pal Park.,,FALSE,,,,,,,,,,,
Aloraichium Z,7,,Allows Alolan Raichu to upgrade Thunderbolt to the special Z-Move Stoked Sparksurfer.,,FALSE,アロライＺ,Alorai-Z,Aloraïzélite,A-Raichunium Z,Aloraicium Z,Alo-Raistal Z,알로라이Z,Allorai-Z,阿羅雷Ｚ / 阿罗雷Ｚ,Āluóléi-Z / Alòhlèuih-Z,0
Lucky Egg,2,,Doubles the experience gained during battle.,,FALSE,しあわせタマゴ,Shiawase Tamago,Œuf Chance,Glücks-Ei,Fortunuovo,Huevo Suerte,행복의알,Haengbogui Al,幸運蛋 / 幸运蛋,Xìngyùn Dàn / Hahngwahn Daahn,0
X Special 2,5,,Sharply raises a Pokémon's Special Attack. Wonder Launcher only.,,FALSE,,,,,,,,,,,
Poké Radar,4,,Allows player to encounter wild Pokémon not usually seen in the area. Obtained after receiving National Pokédex.,,FALSE,ポケトレ,Poké-Tra,Poké Radar,Pokéradar,Poké Radar,Pokéradar,포켓트레,Poké-Tra,寶可追蹤 / 宝可追踪,Bǎokě Zhuīzōng / Bóuhó Jēuijūng,0
Surfboard,1,,"An item that can be used to travel on water, much like using the hidden move Surf. Unobtainable during normal gameplay.",,FALSE,,,,,,,,,,,
Normalium Z,7,,Allows a Pokémon to upgrade their Normal-type damaging moves to the Z-Move Breakneck Blitz or upgrade their Normal-type status moves into Z-Moves.,,FALSE,ノーマルＺ,Normal-Z,Normazélite,Normium Z,Normium Z,Normastal Z,노말Z,Normal-Z,一般Ｚ,Yī​bān-Z / Yātbūn-Z,0
Comet Shard,5,,Can be sold for 60000.,,FALSE,すいせいのかけら,Suisei no Kakera,Morceau Comète,Kometstück,Pezzo Cometa,Fragmento Cometa,혜성조각,Hyeseong Jogak,彗星碎片,Huìxīng Suìpiàn / Seuihsīng Seuipín,144
X Attack 6,5,,Immensely raises a Pokémon's Attack. Wonder Launcher only.,,FALSE,,,,,,,,,,,
Rage Candy Bar,,,,,,いかりまんじゅう,Ikari Manjū,Bonbon Rage,Wutkeks,Iramella,Caram. Furia,분노의호두과자,Bunno-ui Hodugwaja,憤怒饅頭 / 愤怒馒头,Fènnù Mántou / Fáhnnouh Màahntàuh,1024
Whipped Dream,6,,Allows Swirlix to evolve when traded.,,FALSE,ホイップポップ,Whip Pop,Chantibonbon,Sahnehäubchen,Dolcespuma,Dulce de Nata,휘핑팝,Whipping Pop,泡沫奶油,Pàomò nǎiyóu / Póuhmuht Náaihyàuh,0
Shiny Leaf,4,,Note: Can only be held by Pokémon and found on certain tiles in certain areas by checking the Pokémon that follows the player. No guarantee that the player can find it even in the right place.,,TRUE,,,,,,,,,,,
Pixie Plate,6,,Raises the power of Fairy-type moves.,,FALSE,せいれいプレート,Seirei Purēto,Plaque Pixie,Feentafel,Lastraspiritello,Tabla Duende,정령플레이트,Jeonglyeong Plate,妖精石板,Yāojīng Shíbǎn / Yīujīng Sehkbáan,0
Pikanium Z,7,,Allows Pikachu to upgrade Volt Tackle to the special Z-Move Catastropika.,,FALSE,ピカチュウＺ,Pikachu-Z,Pikazélite,Pikachium Z,Pikacium Z,Pikastal Z,피카츄Z,Pikachu-Z,皮卡丘Ｚ,Píkǎqiū-Z / Pèihkāyāu-Z,0
Up-Grade,2,,A held item which allows Porygon to evolve when traded.,,FALSE,アップグレード,Upgrade,Améliorator,Up-Grade,Upgrade,Mejora,업그레이드,Upgrade,"升級資料*
升级数据","Shēngjí Zīliào / Sīngkāp Jīlíu*
Shēngjí Shùjù",3
X Speed 3,5,,Drastically raises a Pokémon's Speed. Wonder Launcher only.,,FALSE,,,,,,,,,,,
PP Up,1,,Raises the PP of a move.,,FALSE,ポイントアップ,Point Up,PP Plus,AP-Plus,PP-Su,Más PP,포인트 업,Point Up,ＰＰ提升劑 / ＰＰ提升剂,PP Tíshēngjì / PP Tàihsīngjaih,0
Aerodactylite,6,,Allows Aerodactyl to Mega Evolve into Mega Aerodactyl.,,FALSE,プテラナイト,Pteranite,Ptéraïte,Aerodactylonit,Aerodactylite,Aerodactylita,프테라나이트,Pteranite,化石翼龍進化石 / 化石翼龙进化石,Huàshíyìlóng Jìnhuà Shí / Fasehkyihklùhng Jeunfa Sehk,0
Red Scale,2,,Give to Mr. Pokémon for an Exp. Share.,,FALSE,あかいウロコ,Akai Uroko,Écaillerouge,Rote Haut,Squama Rossa,Escama Roja,빨간비늘,Ppalgan Bineul,紅色鱗片 / 红色鳞片,Hóng-sè Línpiàn / Hùhng-sīk Lèuhnpin,0
Zoom Lens,4,,A held item that boosts the critical hit ratio if the holder moves after the foe.,,FALSE,フォーカスレンズ,Focus Lens,Lentille Zoom,Zoomlinse,Zoomlente,Telescopio,포커스렌즈,Focus Lens,對焦鏡 / 对焦镜,Duìjiāo Jìng / Deuijīu Geng,128
Colbur Berry,4,,Reduces damage from a super effective Dark-type move by 50%.,,FALSE,ナモのみ,Namo no Mi,Baie Lampou,Burleobeere,Baccaxan,Baya Dillo,마코열매,Mako Yeolmae,刺耳果,Cì'ěr Guǒ / Chiyíh Gwó,0
Abomasite,6,,Allows Abomasnow to Mega Evolve into Mega Abomasnow.,,FALSE,ユキノオナイト,Yukinoonite,Blizzarite,Rexblisarnit,Abomasnowite,Abomasnowita,눈설왕나이트,Nunseolwangnite,暴雪王進化石 / 暴雪王进化石,Bàoxuěwáng Jìnhuà Shí / Bouhsyutwòhng Jeunfa Sehk,0
Incinium Z,7,,Allows Incineroar to upgrade Darkest Lariat to the special Z-Move Malicious Moonsault.,,FALSE,ガオガエンＺ,Gaogaen-Z,Félinozélite,Fuegronium Z,Incineronium Z,Incinostal Z,어흥염Z,Eoheungyeom-Z,熾焰咆哮虎Ｚ / 炽焰咆哮虎Ｚ,Chìyànpáoxiāohǔ-Z / Chiyihmpàauhhāaufú-Z,0
Blastoisinite,6,,Allows Blastoise to Mega Evolve into Mega Blastoise.,,FALSE,カメックスナイト,Kamexnite,Tortankite,Turtoknit,Blastoisite,Blastoisita,거북왕나이트,Geobugwangnite,水箭龜進化石 / 水箭龟进化石,Shuǐjiànguī Jìnhuà Shí / Séuijingwāi Jeunfa Sehk,0
Professor's Mask,7,,Returned to Professor Kukui at Malie Garden.,,FALSE,はかせのふくめん,Hakase no Fukumen,Masque du Prof,Maske des Profs,Maschera Prof.,Máscara Profesor,박사의복면,Bagsaui Bogmyeon,博士的面罩,Bóshì-de Miànzhào / Boksih-dīk Mihnjaau,0
Black Belt,2,,Raises the power of Fighting-type moves.,Formatted as Blackbelt in Generation II.,FALSE,くろおび,Kuro Obi,Ceinture Noire,Schwarzgurt,Cinturanera,Cinturón Negro,검은띠,Geomeun Tti,黑帶 / 黑带,Hēidài / Hāakdaai,128
Magost Berry,3,,Pokéblock and Poffin ingredient.,,FALSE,ゴスのみ,Gosu no Mi,Baie Mangou,Magostbeere,Baccagostan,Baya Aostan,고스티열매,Gostee Yeolmae,岳竹果,Yuèzhú Guǒ / Ngohkjūk Gwó,0
King's Rock,2,,Slightly increases the chances of inflicting the Flinch condition on the opponent. Allows Slowpoke and Poliwhirl to evolve when traded.,,FALSE,おうじゃのしるし,Ōja no Shirushi,Roche Royale,King-Stein,Roccia Di Re,Roca del Rey,왕의징표석,Wang-ui Jingpyoseok,王者之證 / 王者之证,Wángzhě-zhī Zhèng / Wòhngjé-jī Jing,0
Roto Catch,,,,,,つかまえポン,Tsukamae Pon,Moti-Capture,Fangbon,Acchiappa'n'roll,Cupón Captura, ???, ???,捕捉碰碰,Bǔzhuō Pèngpèng / Bouhjūk Pungpung,0
Float Stone,5,,Halves the weight of the holder.,,FALSE,かるいし,Karuishi,Pierrallégée,Leichtstein,Pietralieve,Piedra Pómez,가벼운돌,Gabyeoun Dol,輕石 / 轻石,Qīngshí / Hīngsehk,0
Devon Parts,3,,To be delivered to Captain Stern.,Called Devon Goods in Generation III.,FALSE,デボンのにもつ,Devon no Nimotsu,Pack Devon,Devon-Waren,Merce Devon,Piezas Devon,데봉화물,Devon Hwamul,得文的物品,Déwén-de Wùpǐn / Dākmàhn-dīk Mahtbán,1024
Card Key,3,,Allows the player to access the east wing of the Shadow PKMN Lab.,,FALSE,カードキー,Card Key,"Carte Magn.
Cle Magnetique","Türöffner
Schlüsselkarte",Apriporta,"Llave Magnética
T. Magnética",카드키,Card Key,鑰匙卡 / 钥匙卡,Yàoshi Kǎ / Yeuhksìh Kāat,0
Devon Scope,3,,Reveals hidden Pokémon.,,FALSE,デボンスコープ,Devon Scope,Devon Scope,Devon-Scope,Devonscopio,Detector Devon,데봉스코프,Devon Scope,得文偵測鏡 / 得文侦测镜,Déwén Zhēncèjìng / Dākmàhn Jīngchākgeng,0
Voice Case 4,3,,Apparently heals a Wobbuffet in Agate Village.,,FALSE,こえカプセル４,Koe Capsule 4,Boite Cri 4,Stimmbox 4,Disco Verso 4,Grabación 4,,,,,0
Scizorite,6,,Allows Scizor to Mega Evolve into Mega Scizor.,,FALSE,ハッサムナイト,Hassamnite,Cizayoxite,Scheroxnit,Scizorite,Scizorita,핫삼나이트,Hatsamnite,巨鉗螳螂進化石 / 巨钳螳螂进化石,Jùqiántángláng Jìnhuà Shí / Geuihkìhmtòhnglòhng Jeunfa Sehk,0
Alakazite,6,,Allows Alakazam to Mega Evolve into Mega Alakazam.,,FALSE,フーディナイト,Foodinite,Alakazamite,Simsalanit,Alakazamite,Alakazamita,후디나이트,Fudinnite,胡地進化石 / 胡地进化石,Húdì Jìnhuà Shí / Wùhdeih Jeunfa Sehk,0
