ID,Name,English,Japanese,Romaji,French,German,Italian,Spanish,Korean,Chinese,ID,Name,Cat_EN,Cat_JP,CAT_JP_T
788,Tapu Fini,Land Spirit,とちがみ,Tochi Gami,Tutélaire,Schutzpatron,Nume Locale,Dios Nativo,토속신 Tosoksin,土地神 Tǔdì Shén / Tóudeih Sàhn,788,Tapu Fini,Land Spirit Pokémon,とちがみポケモン,Land Spirit Pokémon
789,Cosmog,Nebula,せいうん,Sēun,Nébuleuse,Nebula,Nebulosa,Nebulosa,성운 Seong-un,星雲 / 星云 Xīngyún / Sēngwàhn,789,Cosmog,Nebula Pokémon,せいうんポケモン,Nebula Pokémon
790,Cosmoem,Protostar,げんしせい,Genshisei,Proto-Étoile,Urgestirn,Protostella,Protostrella,원시성 Wonsiseong,原始星 Yuánshǐxīng / Yùhnchísēng,790,Cosmoem,Protostar Pokémon,げんしせいポケモン,Protostar Pokémon
791,Solgaleo,Sunne,にちりん,Nichirin,Halo Solaire,Sonnenkreis,Solare,Corona Solar,일륜 Ilryun,日輪 / 日轮 Rìlún / Yahtlèuhn,791,Solgaleo,Sunne Pokémon,にちりんポケモン,Sun Pokémon
792,Lunala,Moone,がちりん,Gachirin,Halo Lunaire,Mondscheibe,Lunare,Corona Lunar,월륜 Wolryun,月輪 / 月轮 Yuèlún / Yuhtlèuhn,792,Lunala,Moone Pokémon,がちりんポケモン,Moon Pokémon
793,Nihilego,Parasite,きせい,Kisei,Parasite,Parasit,Parassita,Parásito,기생 Gisaeng,寄生 Jìshēng / Geisāang,793,Nihilego,Parasite Pokémon,きせいポケモン,Parasite Pokémon
794,Buzzwole,Swollen,ぼうちょう,Bōchō,Enflé,Ausdehnung,Gonfiacorpo,Hinchado,팽창 Paengchang,膨脹 / 膨胀 Péngzhàng / Pàahngjeung,794,Buzzwole,Swollen Pokémon,ぼうちょうポケモン,Swollen Pokémon
795,Pheromosa,Lissome,えんび,Enbi,Gracile,Eleganz,Leggiadria,Elegancia,염미 Yeommi,美艷 / 美艳 Měiyàn / Méihyihm,795,Pheromosa,Lissome Pokémon,えんびポケモン,Beauty Pokémon
796,Xurkitree,Glowing,でんしょく,Denshoku,Luminaire,Illumination,Luminaria,Luminaria,전기장식 Jeongijangsik,燈飾 / 灯饰 Dēngshì / Dāngsīk,796,Xurkitree,Glowing Pokémon,でんしょくポケモン,Glowing Pokémon
797,Celesteela,Launch,うちあげ,Uchiage,Décollage,Raketenstart,Decollo,Lanzamiento,쏴올리기 Sswaolligi,發射 / 发射 Fāshè / Faatyeh,797,Celesteela,Launch Pokémon,うちあげポケモン,Launch Pokémon
798,Kartana,Drawn Sword,ばっとう,Battō,Battô,Schwertkunst,Spadatratta,Desenvaine,발도 Baldo,拔刀 Bádāo / Bahtdōu,798,Kartana,Drawn Sword Pokémon,ばっとうポケモン,Drawn Sword Pokémon
799,Guzzlord,Junkivore,あくじき,Akujiki,Bizarrovore,Gaumenfolter,Divoratutto,Tragaldabas,악식성 Aksikseong,異食 / 异食 Yìshí / Yihyih,799,Guzzlord,Junkivore Pokémon,あくじきポケモン,Allotriophage Pokémon
800,Necrozma,Prism,プリズム,Prism,Prisme,Prisma,Prisma,Prisma,프리즘 Prism,稜鏡 / 棱镜 Léngjìng / Lìhnggeng,800,Necrozma,Prism Pokémon,プリズムポケモン,Prism Pokémon
801,Magearna,Artificial,じんぞう,Jinzō,Artificiel,Fabrikat,Artificiale,Artificial,인조 Injo,人造 Rénzào / Yàhnjouh,801,Magearna,Artificial Pokémon,じんぞうポケモン,Artificial Pokémon
802,Marshadow,Gloomdweller,かげすみ,Kagesumi,Ombrefuge,Dunkelwesen,Vivinombra,Morasombra,그림자살이 Geurimjasari,棲影 / 栖影 Qīyǐng / Chāiyéng,802,Marshadow,Gloomdweller Pokémon,かげすみポケモン,Shadow Dweller Pokémon
803,Poipole,Poison Pin,どくばり,Dokubari,Vénépic,Giftdorn,Velenago,Pin Veneno,독침 Dogchim,毒針 / 毒针 Dúzhēn / Duhkjām,803,Poipole,Poison Pin Pokémon,どくばりポケモン,Poison Needle Pokémon
804,Naganadel,Poison Pin,どくばり,Dokubari,Vénépic,Giftdorn,Velenago,Pin Veneno,독침 Dogchim,毒針 / 毒针 Dúzhēn / Duhkjām,804,Naganadel,Poison Pin Pokémon,どくばりポケモン,Poison Needle Pokémon
805,Stakataka,Rampart,いしがき,Ishigaki,Muraille,Steinmauer,Bastione,Muro,돌담 Doldam,石牆 / 石墙 Shíqiáng / Sehkchèuhng,805,Stakataka,Rampart Pokémon,いしがきポケモン,Stone Wall Pokémon
806,Blacephalon,Fireworks,はなび,Hanabi,Artificier,Feuerwerk,Pirotecnico,Pirotecnia,불꽃놀이 Bulkkochnol-i,煙火 / 烟火 Yānhuǒ / Yīnfó,806,Blacephalon,Fireworks Pokémon,はなびポケモン,Fireworks Pokémon
807,Zeraora,Thunderclap,じんらい,Jinrai,Vif Éclair,Blitzsturm,Fulmirapido,Fulgor,신뢰 Sinloe,奔雷 Bēnléi / Bānlèuih,807,Zeraora,Thunderclap Pokémon,じんらいポケモン,Thunderclap Pokémon
808,Meltan,Hex Nut,ナット,Natto,Écrou,Mutter,Bullone,Tuerca,너트 Neoteu,螺帽 Luómào,808,Meltan,Hex Nut Pokémon,ナットポケモン,Nut Pokémon
809,Melmetal,Hex Nut,ナット,Natto,Écrou,Mutter,Bullone,Tuerca,너트 Neoteu,螺帽 Luómào,809,Melmetal,Hex Nut Pokémon,ナットポケモン,Nut Pokémon
,,,,,,,,,,,,Grookey,Chimp Pokémon,こざるポケモン,Small Monkey Pokémon
,,,,,,,,,,,,Scorbunny,Rabbit Pokémon,うさぎポケモン,Rabbit Pokémon
,,,,,,,,,,,,Sobble,Water Lizard Pokémon,みずとかげポケモン,Water Lizard Pokémon
