Name,Dex,Dex_Suffix,Alt,Item,Class,LDex,LDex_Suffix,Type,Type2,Gender_Ratio,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,WeightLbs,WeightKg,Experience type,Body,Type1,Gen,Color,Group,Base friendship,EvolutionLevel,Call_Rate_SM,Call_Rate_USUM,Ability 1,Ability 2,Hidden,Star,Habitat,Page,Ft,In,HeightM
Togekiss,468,,,,,175,,Fairy,Flying,1:7,Flying,Fairy,10,,,2805,2570,2560,83.8,38,Fast,Pokémon with a single pair of wings,Fairy,4,White,H,70,,,,Hustle,Serene Grace,Super Luck,0,,,4,11,1.5
Zubat,41,,,,,41,,Poison,Flying,1:1,Flying,—,15,3840,4096,4080,3855,3840,16.5,7.5,Medium Fast,Pokémon with a single pair of wings,Poison,1,Purple,D,70,22,,,Inner Focus,,Infiltrator,0,Cave,1,2,7,0.8
Bruxish,779,,,,,243,,Water,Psychic,1:1,Water 2,—,15,,,,,3840,41.9,19,Medium Fast,Pokémon with fins,Water,7,Pink,,70,,,,Dazzling,Strong Jaw,Wonder Skin,0,,,2,11,0.9
Cranidos,408,,,,,36,,Rock,,1:7,Monster,—,30,,,7905,7710,7680,69.4,31.5,Erratic,"Pokémon with a bipedal, tailed form",Rock,4,Blue,C,70,30,,,Mold Breaker,,Sheer Force,0,,,2,11,0.9
Buizel,418,,,,,56,,Water,,1:1,Water 1,Field,20,,,5355,5140,5120,65,29.5,Medium Fast,Pokémon with a quadruped body,Water,4,Brown,F,70,26,,,Swift Swim,,Water Veil,0,,,2,4,0.7
Ditto,132,,,,,132,,Normal,,G*,Ditto,—,20,5120,5376,5355,5140,5120,8.8,4,Medium Fast,Pokémon consisting of only a head,Normal,1,Purple,A,70,,,,Limber,,Imposter,0,Urban,10,1,0,0.3
Mime Jr.,439,,,,,94,,Psychic,Fairy,1:1U,Undiscovered,—,25,,,6630,6425,6400,28.7,13,Medium Fast,"Pokémon with a bipedal, tailless form",Psychic,4,Pink,F,70,,,,Soundproof,Filter,Technician,0,,,2,0,0.6
Tauros,128,,,,,128,,Normal,,0:1,Field,—,20,5120,5376,5355,5140,5120,194.9,88.4,Slow,Pokémon with a quadruped body,Normal,1,Brown,C,70,,,,Intimidate,Anger Point,Sheer Force,1,Grassland,16,4,7,1.4
Fraxure,611,,,,,117,,Dragon,,1:1,Monster,Dragon,40,,,,10280,10240,79.4,36,Slow,"Pokémon with a bipedal, tailed form",Dragon,5,Green,,35,48,,,Rivalry,Mold Breaker,Unnerve,0,,,3,3,1
Purugly,432,,,,,77,,Normal,,3:1,Field,—,20,,,5355,5140,5120,96.6,43.8,Fast,Pokémon with a quadruped body,Normal,4,Gray,G,70,,,,Thick Fat,Own Tempo,Defiant,0,,,3,3,1
Forretress,205,,,,,94,,Bug,Steel,1:1,Bug,—,20,5120,5376,5355,5140,5120,277.3,125.8,Medium Fast,Pokémon consisting of only a head,Bug,2,Purple,E,70,,,,Sturdy,,Overcoat,0,Forest,15,3,11,1.2
Bergmite,712,,,,,79,Mo,Ice,,1:1,Monster,—,20,,,,5140,5120,219.4,99.5,Medium Fast,Pokémon with a quadruped body,Ice,6,Blue,,70,37,,,Own Tempo,Ice Body,Sturdy,0,,,3,3,1
Armaldo,348,,,,,136,,Rock,Bug,1:7,Water 3,—,30,,7936,7905,7710,7680,150.4,68.2,Erratic,"Pokémon with a bipedal, tailed form",Rock,3,Gray,E,70,,,,Battle Armor,,Swift Swim,0,Water's-edge,11,4,11,1.5
Graveler,75,,,,,75,,Rock,Ground,1:1,Mineral,—,15,3840,4096,4080,3855,3840,231.5,105,Medium Slow,"Pokémon with a bipedal, tailless form",Rock,1,Brown,E,70,,,,Rock Head,Sturdy,Sand Veil,0,Mountain,1,3,3,1
Toucannon,733,,,,,12,,Normal,Flying,1:1,Flying,—,15,,,,,3840,57.3,26,Medium Fast,Pokémon with a single pair of wings,Normal,7,Black,,70,,,,Keen Eye,Skill Link,Sheer Force,0,,,3,7,1.1
Skuntank,435,,,,,85,,Poison,Dark,1:1,Field,—,20,,,5355,5140,5120,83.8,38,Medium Fast,Pokémon with a quadruped body,Poison,4,Purple,G,70,,,,Stench,Aftermath,Keen Eye,0,,,3,3,1
Crustle,558,,,,,64,,Bug,Rock,1:1,Bug,Mineral,20,,,,5140,5120,440.9,200,Medium Fast,Pokémon with an insectoid body,Bug,5,Red,,70,,,,Sturdy,Shell Armor,Weak Armor,0,,,4,7,1.4
Togetic,176,,,,,47,,Fairy,Flying,1:7,Flying,Fairy,10,2560,2816,2805,2570,2560,7.1,3.2,Fast,"Pokémon with a bipedal, tailless form",Fairy,2,White,H,70,,,,Hustle,Serene Grace,Super Luck,0,Forest,24,2,0,0.6
Swablu,333,,,,,121,,Normal,Flying,1:1,Flying,Dragon,20,,5376,5355,5140,5120,2.6,1.2,Erratic,Pokémon with a single pair of wings,Normal,3,Blue,H,70,35,,,Natural Cure,,Cloud Nine,0,Forest,22,1,4,0.4
Kecleon,352,,,,,145,,Normal,,1:1,Field,—,20,,5376,5355,5140,5120,48.5,22,Medium Slow,"Pokémon with a bipedal, tailed form",Normal,3,Green,G,70,,,,Color Change,,Protean*,0,Forest,20,3,3,1
Wingull,278,,,,,27,,Water,Flying,1:1,Water 1,Flying,20,,5376,5355,5140,5120,20.9,9.5,Medium Fast,Pokémon with a single pair of wings,Water,3,White,D,70,25,,,Keen Eye,Hydration,Rain Dish,1,Sea,2,2,0,0.6
Snorunt,361,,,,,171,,Ice,,1:1,Fairy,Mineral,20,,5376,5355,5140,5120,37,16.8,Medium Fast,"Pokémon with a bipedal, tailless form",Ice,3,Gray,A,70,42,,,Inner Focus,Ice Body,Moody,1,Cave,3,2,4,0.7
Garbodor,569,,,,,75,,Poison,,1:1,Mineral,—,20,,,,5140,5120,236.6,107.3,Medium Fast,"Pokémon with a bipedal, tailless form",Poison,5,Green,,70,,,,Stench,Weak Armor,Aftermath,0,,,6,3,1.9
Persian,53,A,,,Alolan,,,Dark,,1:1,Field,—,20,5120,5376,5355,5140,5120,70.5,32,Medium Fast,Pokémon with a quadruped body,Normal,1,Blue,,70,,,,Limber,Technician,Unnerve,1,Urban,1,3,7,1.1
Sawsbuck,586,,,,Summer Form,92,,Normal,Grass,1:1,Field,—,20,,,,5140,5120,203.9,92.5,Medium Fast,Pokémon with a quadruped body,Normal,5,Brown,,70,,,,Chlorophyll,Sap Sipper,Serene Grace,0,,,6,3,1.9
Venonat,48,,,,,48,,Bug,Poison,1:1,Bug,—,20,5120,5376,5355,5140,5120,66.1,30,Medium Fast,"Pokémon with a bipedal, tailless form",Bug,1,Purple,A,70,31,,,Compound Eyes,Tinted Lens,Run Away,1,Forest,11,3,3,1
Sandile,551,,,,,57,,Ground,Dark,1:1,Field,—,20,,,,5140,5120,33.5,15.2,Medium Slow,Pokémon with a quadruped body,Ground,5,Brown,,70,29,,,Intimidate,Moxie,Anger Point,0,,,2,4,0.7
Dugtrio,51,,,,,51,,Ground,,1:1,Field,—,20,5120,5376,5355,5140,5120,73.4,33.3,Medium Fast,Pokémon consisting of multiple bodies,Ground,1,Brown,A,70,,,,Sand Veil,Arena Trap,Sand Force,0,Cave,2,2,4,0.7
Aerodactyl,142,,,,,142,,Rock,Flying,1:7,Flying,—,35,8960,9216,9180,8995,8960,130.1,59,Slow,Pokémon with a single pair of wings,Rock,1,Purple,D,70,,,,Rock Head,Pressure,Unnerve,0,Mountain,15,5,11,1.8
Delphox,655,,,,,6,Ce,Fire,Psychic,1:7,Field,—,20,,,,5140,5120,86,39,Medium Slow,"Pokémon with a bipedal, tailed form",Fire,6,Red,,70,,,,Blaze,,Magician,0,,,4,11,1.5
Claydol,344,,,,,132,,Ground,Psychic,G,Mineral,—,20,,5376,5355,5140,5120,238,107.9,Medium Fast,Pokémon consisting of a head and arms,Ground,3,Black,F,70,,,,Levitate,,,0,Rough-terrain,8,4,11,1.5
Krabby,98,,,,,98,,Water,,1:1,Water 3,—,20,5120,5376,5355,5140,5120,14.3,6.5,Medium Fast,Pokémon with an insectoid body,Water,1,Red,B,70,28,,,Hyper Cutter,Shell Armor,Sheer Force,0,Water's-edge,2,1,4,0.4
Greninja,658,,,,,9,Ce,Water,Dark,1:7,Water 1,—,20,,,,5140,5120,88.2,40,Medium Slow,"Pokémon with a bipedal, tailless form",Water,6,Blue,,70,,,,Torrent,,Protean,0,,,4,11,1.5
Chingling,433,,,,,82,,Psychic,,1:1U,Undiscovered,—,25,,,6630,6425,6400,1.3,0.6,Fast,"Pokémon with a bipedal, tailless form",Psychic,4,Yellow,B,70,,,,Levitate,,,0,,,0,8,0.2
Floette,670,,,,Orange Flower,69,Ce,Fairy,,1:0,Fairy,—,20,,,,5140,5120,2,0.9,Medium Fast,Pokémon consisting of a head and arms,Fairy,6,White,,70,,,0,Flower Veil,,Symbiosis,0,,,0,8,0.2
Vivillon,666,,,,Continental Pattern,22,Ce,Bug,Flying,1:1,Bug,—,15,,,,3855,3840,37.5,17,Medium Fast,Pokémon with two or more pairs of wings,Bug,6,White,,70,,,,Shield Dust,Compound Eyes,Friend Guard,0,,,3,11,1.2
Haxorus,612,,,,,118,,Dragon,,1:1,Monster,Dragon,40,,,,10280,10240,232.6,105.5,Slow,"Pokémon with a bipedal, tailed form",Dragon,5,Yellow,,35,,,,Rivalry,Mold Breaker,Unnerve,0,,,5,11,1.8
Graveler,75,A,,,Alolan,,,Rock,Electric,1:1,Mineral,—,15,3840,4096,4080,3855,3840,231.5,105,Medium Slow,"Pokémon with a bipedal, tailless form",Rock,1,Gray,,70,,,,Rock Head,Sturdy,Sand Veil,0,Mountain,1,3,3,1
Staraptor,398,,,,,12,,Normal,Flying,1:1,Flying,—,15,,,4080,3855,3840,54.9,24.9,Medium Slow,Pokémon with a single pair of wings,Normal,4,Brown,D,70,,,,Intimidate,,Reckless,0,,,3,11,1.2
Komala,775,,,,,222,,Normal,,1:1,Field,—,20,,,,,5120,43.9,19.9,Slow,"Pokémon with a bipedal, tailless form",Normal,7,Blue,,70,,,,Comatose,,,0,,,1,4,0.4
Popplio,728,,,,,7,,Water,,1:7,Water 1,Field,15,,,,,3840,16.5,7.5,Medium Slow,Pokémon with fins,Water,7,Blue,,70,17,,,Torrent,,Liquid Voice,0,,,1,4,0.4
Misdreavus,200,,,,,219,,Ghost,,1:1,Amorphous,—,25,6400,6656,6630,6425,6400,2.2,1,Fast,Pokémon consisting of only a head,Ghost,2,Gray,G,35,,,,Levitate,,,0,Cave,5,2,4,0.7
Bellsprout,69,,,,,69,,Grass,Poison,1:1,Grass,—,20,5120,5376,5355,5140,5120,8.8,4,Medium Slow,"Pokémon with a bipedal, tailless form",Grass,1,Green,G,70,21,,,Chlorophyll,,Gluttony,0,Forest,8,2,4,0.7
Parasect,47,,,,,47,,Bug,Grass,1:1,Bug,Grass,20,5120,5376,5355,5140,5120,65,29.5,Medium Fast,Pokémon with an insectoid body,Bug,1,Red,A,70,,,,Effect Spore,Dry Skin,Damp,1,Forest,9,3,3,1
Victini,494,,,,,0,,Psychic,Fire,GU,Undiscovered,—,120,,,,30840,30720,8.8,4,Slow,"Pokémon with a bipedal, tailless form",Psychic,5,Yellow,,100,,,,Victory Star,,,0,,,1,4,0.4
Petilil,548,,,,,54,,Grass,,1:0,Grass,—,20,,,,5140,5120,14.6,6.6,Medium Fast,Pokémon consisting of a head and a base,Grass,5,Green,,70,,,,Chlorophyll,Own Tempo,Leaf Guard,0,,,1,8,0.5
Pikachu,25,,,,Original Cap,25,,Electric,,1:1,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,Pokémon with a quadruped body,Electric,1,Yellow,D,70,,,,Static,,Lightning Rod,0,Forest,7,1,4,0.4
Binacle,688,,,,,21,Co,Rock,Water,1:1,Water 3,—,20,,,,5140,5120,68.3,31,Medium Fast,Pokémon consisting of multiple bodies,Rock,6,Brown,,70,39,,,Sniper,Tough Claws,Pickpocket,0,,,1,8,0.5
Vivillon,666,,,,Tundra Pattern,22,Ce,Bug,Flying,1:1,Bug,—,15,,,,3855,3840,37.5,17,Medium Fast,Pokémon with two or more pairs of wings,Bug,6,White,,70,,,,Shield Dust,Compound Eyes,Friend Guard,0,,,3,11,1.2
Magmar,126,,,,,126,,Fire,,1:3,Human-Like,—,25,6400,6656,6630,6425,6400,98.1,44.5,Medium Fast,"Pokémon with a bipedal, tailed form",Fire,1,Red,C,70,,,,Flame Body,,Vital Spirit,0,Mountain,10,4,3,1.3
Spritzee,682,,,,,129,Ce,Fairy,,1:1,Fairy,—,20,,,,5140,5120,1.1,0.5,Medium Fast,Pokémon consisting of a head and arms,Fairy,6,Pink,,70,,,,Healer,,Aroma Veil,0,,,0,8,0.2
Piplup,393,,,,,7,,Water,,1:7,Water 1,Field,20,,,5355,5140,5120,11.5,5.2,Medium Slow,"Pokémon with a bipedal, tailless form",Water,4,Blue,F,70,16,,,Torrent,,Defiant,0,,,1,4,0.4
Cubone,104,,,,,104,,Ground,,1:1,Monster,—,20,5120,5376,5355,5140,5120,14.3,6.5,Medium Fast,"Pokémon with a bipedal, tailed form",Ground,1,Brown,F,70,28,,,Rock Head,Lightning Rod,Battle Armor,0,Mountain,5,1,4,0.4
Ampharos,181,,,,,55,,Electric,,1:1,Monster,Field,20,5120,5376,5355,5140,5120,135.6,61.5,Medium Slow,"Pokémon with a bipedal, tailed form",Electric,2,Yellow,F,70,,,,Static,,Plus,0,Grassland,11,4,7,1.4
Vigoroth,288,,,,,37,,Normal,,1:1,Field,—,15,,4096,4080,3855,3840,102.5,46.5,Slow,"Pokémon with a bipedal, tailed form",Normal,3,White,C,70,36,,,Vital Spirit,,,0,Forest,16,4,7,1.4
Walrein,365,,,,,175,,Ice,Water,1:1,Water 1,Field,20,,5376,5355,5140,5120,332,150.6,Medium Slow,Pokémon with a quadruped body,Ice,3,Blue,E,70,,,,Thick Fat,Ice Body,Oblivious,1,Sea,9,4,7,1.4
Deerling,585,,,,Winter Form,91,,Normal,Grass,1:1,Field,—,20,,,,5140,5120,43,19.5,Medium Fast,Pokémon with a quadruped body,Normal,5,Pink,,70,34,,,Chlorophyll,Sap Sipper,Serene Grace,0,,,2,0,0.6
Dusclops,356,,,,,149,,Ghost,,1:1,Amorphous,—,25,,6656,6630,6425,6400,67.5,30.6,Fast,"Pokémon with a bipedal, tailless form",Ghost,3,Black,F,35,,,,Pressure,,Frisk*,0,Forest,23,5,3,1.6
Starmie,121,,,,,121,,Water,Psychic,G,Water 3,—,20,5120,5376,5355,5140,5120,176.4,80,Slow,Pokémon consisting of a head and a base,Water,1,Purple,C,70,,,,Illuminate,Natural Cure,Analytic,0,Sea,3,3,7,1.1
Bonsly,438,,,,,92,,Rock,,1:1U,Undiscovered,—,20,,,5355,5140,5120,33.1,15,Medium Fast,Pokémon consisting of a head and legs,Rock,4,Brown,E,70,,,,Sturdy,Rock Head,Rattled,0,,,1,8,0.5
Silvally,773,,,,Type: Fighting,204,,Normal,,GU,Undiscovered,—,120,,,,,30720,221.6,100.5,Slow,Pokémon with a quadruped body,Normal,7,Gray,,0,,,,RKS System,,,0,,,7,7,2.3
Rattata,19,A,,,Alolan,,,Dark,Normal,1:1,Field,—,15,3840,4096,4080,3855,3840,7.7,3.5,Medium Fast,Pokémon with a quadruped body,Normal,1,Black,,70,20,,,Run Away,Guts,Hustle,0,Grassland,1,1,0,0.3
Flabébé,669,,,,Blue Flower,68,Ce,Fairy,,1:0,Fairy,—,20,,,,5140,5120,0.2,0.1,Medium Fast,Pokémon consisting of a head and arms,Fairy,6,White,,70,19,,,Flower Veil,,Symbiosis,0,,,0,4,0.1
Araquanid,752,,,,,142,,Water,Bug,1:1,Water 1,Bug,15,,,,,3840,180.8,82,Medium Fast,Pokémon with an insectoid body,Water,7,Green,,70,,,,Water Bubble,,Water Absorb,0,,,5,11,1.8
Voltorb,100,,,,,100,,Electric,,G,Mineral,—,20,5120,5376,5355,5140,5120,22.9,10.4,Medium Fast,Pokémon consisting of only a head,Electric,1,Red,C,70,30,,,Soundproof,Static,Aftermath,0,Urban,9,1,8,0.5
Magby,240,,,,,152,,Fire,,1:3U,Undiscovered,—,25,6400,6656,6630,6425,6400,47.2,21.4,Medium Fast,"Pokémon with a bipedal, tailed form",Fire,2,Red,C,70,30,,,Flame Body,,Vital Spirit,0,Mountain,10,2,4,0.7
Pikipek,731,,,,,10,,Normal,Flying,1:1,Flying,—,15,,,,,3840,2.6,1.2,Medium Fast,Pokémon with a single pair of wings,Normal,7,Black,,70,14,,,Keen Eye,Skill Link,Pickup,0,,,1,0,0.3
Zorua,570,,,,,76,,Dark,,1:7,Field,—,25,,,,6425,6400,27.6,12.5,Medium Slow,Pokémon with a quadruped body,Dark,5,Gray,,70,30,,,Illusion,,,0,,,2,4,0.7
Golem,76,A,,,Alolan,,,Rock,Electric,1:1,Mineral,—,15,3840,4096,4080,3855,3840,661.4,300,Medium Slow,"Pokémon with a bipedal, tailless form",Rock,1,Gray,,70,,,,Rock Head,Sturdy,Sand Veil,0,Mountain,1,5,7,1.7
Drifloon,425,,,,,65,,Ghost,Flying,1:1,Amorphous,—,30,,,7905,7710,7680,2.6,1.2,Fluctuating,Pokémon consisting of a head and arms,Ghost,4,Purple,G,70,28,,,Aftermath,Unburden,Flare Boost,0,,,1,4,0.4
Dhelmise,781,,,,,263,,Ghost,Grass,G,Mineral,—,25,,,,,6400,463,210,Medium Fast,Pokémon consisting of a head and a base,Ghost,7,Green,,70,,,,Steelworker,,,0,,,12,10,3.9
Snorlax,143,,,,,143,,Normal,,1:7,Monster,—,40,10240,10496,10455,10280,10240,1014.1,460,Slow,"Pokémon with a bipedal, tailless form",Normal,1,Black,E,70,,,,Immunity,Thick Fat,Gluttony,0,Mountain,13,6,11,2.1
Type: Null,772,,,,,203,,Normal,,GU,Undiscovered,—,120,,,,,30720,265.7,120.5,Slow,Pokémon with a quadruped body,Normal,7,Gray,,0,,,,Battle Armor,,,0,,,6,3,1.9
Noibat,714,,,,,113,Mo,Flying,Dragon,1:1,Flying,—,20,,,,5140,5120,17.6,8,Medium Fast,Pokémon with a single pair of wings,Flying,6,Purple,,70,48,,,Frisk,Infiltrator,Telepathy,0,,,1,8,0.5
Seismitoad,537,,,,,43,,Water,Ground,1:1,Water 1,—,20,,,,5140,5120,136.7,62,Medium Slow,"Pokémon with a bipedal, tailless form",Water,5,Blue,,70,,,,Swift Swim,Poison Touch,Water Absorb,0,,,4,11,1.5
Vivillon,666,,,,Polar Pattern,22,Ce,Bug,Flying,1:1,Bug,—,15,,,,3855,3840,37.5,17,Medium Fast,Pokémon with two or more pairs of wings,Bug,6,White,,70,,,,Shield Dust,Compound Eyes,Friend Guard,0,,,3,11,1.2
Shiftry,275,,,,,24,,Grass,Dark,1:1,Field,Grass,15,,4096,4080,3855,3840,131.4,59.6,Medium Slow,"Pokémon with a bipedal, tailless form",Grass,3,Brown,C,70,,,,Chlorophyll,Early Bird,Pickpocket,0,Forest,10,4,3,1.3
Furret,162,,,,,20,,Normal,,1:1,Field,—,15,3840,4096,4080,3855,3840,71.6,32.5,Medium Fast,Pokémon with a quadruped body,Normal,2,Brown,D,70,,,,Run Away,Keen Eye,Frisk,0,Grassland,1,5,11,1.8
Chansey,113,,,,,113,,Normal,,1:0,Fairy,—,40,10240,10496,10455,10280,10240,76.3,34.6,Fast,"Pokémon with a bipedal, tailed form",Normal,1,Pink,H,140,,,,Natural Cure,Serene Grace,Healer,0,Urban,8,3,7,1.1
Bulbasaur,1,,,,,1,,Grass,Poison,1:7,Monster,Grass,20,5120,5376,5355,5140,5120,15.2,6.9,Medium Slow,Pokémon with a quadruped body,Grass,1,Green,F,70,16,,,Overgrow,,Chlorophyll,0,Grassland,23,2,4,0.7
Dedenne,702,,,,,110,Co,Electric,Fairy,1:1,Field,Fairy,20,,,,5140,5120,4.9,2.2,Medium Fast,"Pokémon with a bipedal, tailed form",Electric,6,Yellow,,70,,,,Cheek Pouch,Pickup,Plus,0,,,0,8,0.2
Skrelp,690,,,,,30,Co,Poison,Water,1:1,Water 1,Dragon,20,,,,5140,5120,16.1,7.3,Medium Fast,Pokémon consisting of a head and a base,Poison,6,Brown,,70,48,,,Poison Point,Poison Touch,Adaptability,0,,,1,8,0.5
Swinub,220,,,,,195,,Ice,Ground,1:1,Field,—,20,5120,5376,5355,5140,5120,14.3,6.5,Slow,Pokémon with a quadruped body,Ice,2,Brown,A,70,33,,,Oblivious,Snow Cloak,Thick Fat,1,Cave,3,1,4,0.4
Minior,774,R,,,Meteor Form,213,,Rock,Flying,G,Mineral,—,25,,,,,6400,88.2,40,Medium Slow,Pokémon consisting of only a head,Rock,7,Red,,70,,,,Shields Down,,,0,,,1,0,0.3
Houndour,228,,,,,214,,Dark,Fire,1:1,Field,—,20,5120,5376,5355,5140,5120,23.8,10.8,Slow,Pokémon with a quadruped body,Dark,2,Black,C,35,24,,,Early Bird,Flash Fire,Unnerve,0,Rough-terrain,4,2,0,0.6
Carracosta,565,,,,,71,,Water,Rock,1:7,Water 1,Water 3,30,,,,7710,7680,178.6,81,Medium Fast,"Pokémon with a bipedal, tailed form",Water,5,Blue,,70,,,,Solid Rock,Sturdy,Swift Swim,0,,,3,11,1.2
Umbreon,197,,,,,189,,Dark,,1:7,Field,—,35,8960,9216,9180,8995,8960,59.5,27,Medium Fast,Pokémon with a quadruped body,Dark,2,Black,F,35,,,,Synchronize,,Inner Focus,0,Urban,12,3,3,1
Golduck,55,,,,,55,,Water,,1:1,Water 1,Field,20,5120,5376,5355,5140,5120,168.9,76.6,Medium Fast,"Pokémon with a bipedal, tailed form",Water,1,Blue,C,70,,,,Damp,Cloud Nine,Swift Swim,0,Water's-edge,6,5,7,1.7
Sneasel,215,,,,,218,,Dark,Ice,1:1,Field,—,20,5120,5376,5355,5140,5120,61.7,28,Medium Slow,"Pokémon with a bipedal, tailed form",Dark,2,Black,F,35,,,,Inner Focus,Keen Eye,Pickpocket,0,Forest,18,2,11,0.9
Psyduck,54,,,,,54,,Water,,1:1,Water 1,Field,20,5120,5376,5355,5140,5120,43.2,19.6,Medium Fast,"Pokémon with a bipedal, tailed form",Water,1,Yellow,C,70,33,,,Damp,Cloud Nine,Swift Swim,0,Water's-edge,6,2,7,0.8
Durant,632,,,,,138,,Bug,Steel,1:1,Bug,—,20,,,,5140,5120,72.8,33,Medium Fast,Pokémon with an insectoid body,Bug,5,Gray,,70,,,,Swarm,Hustle,Truant,0,,,1,0,0.3
Silvally,773,,,,Type: Normal,204,,Normal,,GU,Undiscovered,—,120,,,,,30720,221.6,100.5,Slow,Pokémon with a quadruped body,Normal,7,Gray,,0,,,,RKS System,,,0,,,7,7,2.3
Feraligatr,160,,,,,9,,Water,,1:7,Monster,Water 1,20,5120,5376,5355,5140,5120,195.8,88.8,Medium Slow,"Pokémon with a bipedal, tailed form",Water,2,Blue,E,70,,,,Torrent,,Sheer Force,0,Water's-edge,14,7,7,2.3
Pupitar,247,,,,,250,,Rock,Ground,1:1,Monster,—,40,10240,10496,10455,10280,10240,335.1,152,Slow,Pokémon with serpentine bodies,Rock,2,Gray,C,35,55,,,Shed Skin,,,0,Mountain,12,3,11,1.2
Luxray,405,,,,,19,,Electric,,1:1,Field,—,20,,,5355,5140,5120,92.6,42,Medium Slow,Pokémon with a quadruped body,Electric,4,Blue,C,70,,,,Rivalry,Intimidate,Guts,0,,,4,7,1.4
Jigglypuff,39,,,,,39,,Normal,Fairy,3:1,Fairy,—,10,2560,2816,2805,2570,2560,12.1,5.5,Fast,"Pokémon with a bipedal, tailless form",Normal,1,Pink,B,70,,,,Cute Charm,Competitive,Friend Guard,1,Grassland,10,1,8,0.5
Croconaw,159,,,,,8,,Water,,1:7,Monster,Water 1,20,5120,5376,5355,5140,5120,55.1,25,Medium Slow,"Pokémon with a bipedal, tailed form",Water,2,Blue,E,70,30,,,Torrent,,Sheer Force,0,Water's-edge,14,3,7,1.1
Pikachu,25,,,,Sinnoh Cap,25,,Electric,,1:1,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,Pokémon with a quadruped body,Electric,1,Yellow,D,70,,,,Static,,Lightning Rod,0,Forest,7,1,4,0.4
Archeops,567,,,,,73,,Rock,Flying,1:7,Flying,Water 3,30,,,,7710,7680,70.5,32,Medium Fast,Pokémon with a single pair of wings,Rock,5,Yellow,,70,,,,Defeatist,,,0,,,4,7,1.4
Cherrim,421,,,,Overcast Form,59,,Grass,,1:1,Fairy,Grass,20,,,5355,5140,5120,20.5,9.3,Medium Fast,Pokémon consisting of a head and legs,Grass,4,Purple,B,70,,,,Flower Gift,,,0,,,1,8,0.5
Crabominable,740,,,,,60,,Fighting,Ice,1:1,Water 3,—,20,,,,,5120,396.8,180,Medium Fast,Pokémon with an insectoid body,Fighting,7,White,,70,,,,Hyper Cutter,Iron Fist,Anger Point,0,,,5,7,1.7
Poochyena,261,,,,,10,,Dark,,1:1,Field,—,15,,4096,4080,3855,3840,30,13.6,Medium Fast,Pokémon with a quadruped body,Dark,3,Gray,D,70,18,,,Run Away,Quick Feet,Rattled,1,Grassland,2,1,8,0.5
Elgyem,605,,,,,111,,Psychic,,1:1,Human-Like,—,20,,,,5140,5120,19.8,9,Medium Fast,"Pokémon with a bipedal, tailed form",Psychic,5,Blue,,70,42,,,Telepathy,Synchronize,Analytic,0,,,1,8,0.5
Amaura,698,,,,,66,Co,Rock,Ice,1:7,Monster,—,30,,,,7710,7680,55.6,25.2,Medium Fast,Pokémon with a quadruped body,Rock,6,Blue,,70,39,,,Refrigerate,,Snow Warning,0,,,4,3,1.3
Arceus,493,,,,Type: Fire,,,Normal,,GU,Undiscovered,—,120,,,30855,30840,30720,705.5,320,Slow,Pokémon with a quadruped body,Normal,4,White,,0,,,,Multitype,,,0,,,10,6,3.2
Larvesta,636,,,,,142,,Bug,Fire,1:1,Bug,—,40,,,,10280,10240,63.5,28.8,Slow,Pokémon with an insectoid body,Bug,5,White,,70,59,,,Flame Body,,Swarm,0,,,3,7,1.1
Greninja,658,A,,,Ash-Greninja,9,Ce,Water,Dark,1:7,Water 1,—,20,,,,5140,5120,88.2,40,Medium Slow,"Pokémon with a bipedal, tailless form",Water,6,Blue,,70,,,,Torrent,,Protean,0,,,4,11,1.5
Scizor,212,M,,Scizorite,Mega,112,,Bug,Steel,1:1,Bug,—,25,6400,6656,6630,6425,6400,260.1,118,Medium Fast,Pokémon with two or more pairs of wings,Bug,2,Red,,70,,,,Swarm,Technician,Light Metal,1,Grassland,13,6,7,2
Skiploom,188,,,,,68,,Grass,Flying,1:1,Fairy,Grass,20,5120,5376,5355,5140,5120,2.2,1,Medium Slow,"Pokémon with a bipedal, tailed form",Grass,2,Green,H,70,27,,,Chlorophyll,Leaf Guard,Infiltrator,1,Grassland,7,2,0,0.6
Arceus,493,,,,Type: Ground,,,Normal,,GU,Undiscovered,—,120,,,30855,30840,30720,705.5,320,Slow,Pokémon with a quadruped body,Normal,4,White,,0,,,,Multitype,,,0,,,10,6,3.2
Bewear,760,,,,,170,,Normal,Fighting,1:1,Field,—,15,,,,,3840,297.6,135,Medium Fast,"Pokémon with a bipedal, tailed form",Normal,7,Pink,,70,,,,Fluffy,Klutz,Unnerve,0,,,6,11,2.1
Milotic,350,,,,,141,,Water,,1:1,Water 1,Dragon,20,,5376,5355,5140,5120,357.1,162,Erratic,Pokémon with serpentine bodies,Water,3,Pink,H,70,,,,Marvel Scale,Competitive,Cute Charm,1,Water's-edge,10,20,4,6.2
