ID,English,Japanese_Kana,Japanese_Hepburn,Japanese_Trademarked,ID,English,German,ID,English,French,ID,English,Korean_Hangul,Korean_Revised,Korean_McCune_Reischauer,Korean_Official,ID,English,Chinese_Traditional,Chinese_Simplified,Chinese_Pinyin,Chinese_Yale,Chinese_Former_Names
673,Gogoat,ゴーゴート,Gōgōto,Gogoat,673,Gogoat,Chevrumm,673,Gogoat,Chevroum,673,Gogoat,고고트,Gogoteu,Kogot'ŭ,,673,Gogoat,坐騎山羊,坐骑山羊,Zuòqíshānyáng,Johkèihsāanyèuhng,指路羊 Jílouh'yèuhng (HK)
674,Pancham,ヤンチャム,Yanchamu,Yancham,674,Pancham,Pam-Pam,674,Pancham,Pandespiègle,674,Pancham,판짱,Panjjang,P'antchang,,674,Pancham,頑皮熊貓,顽皮熊猫,Wánpíxióngmāo,Wàahnpèihhùhngmāau,-
675,Pangoro,ゴロンダ,Goronda,Goronda,675,Pangoro,Pandagro,675,Pangoro,Pandarbare,675,Pangoro,부란다,Buranda,Puranda,,675,Pangoro,流氓熊貓,流氓熊猫,Liúmángxióngmāo,Làuhmàhnhùhngmāau,-
676,Furfrou,トリミアン,Torimian,Trimmien,676,Furfrou,Coiffwaff,676,Furfrou,Couafarel,676,Furfrou,트리미앙,Teurimiang,T'ŭrimiang,,676,Furfrou,多麗米亞,多丽米亚,"Duōlìmǐyǎ
Duōlìmǐyà",Dōlaihmáih'a,-
677,Espurr,ニャスパー,Nyasupā,Nyasper,677,Espurr,Psiau,677,Espurr,Psystigri,677,Espurr,냐스퍼,Nyaseupeo,Nyasŭp'ŏ,,677,Espurr,妙喵,妙喵,Miàomiāo,Miuhmīu,-
678,Meowstic,ニャオニクス,Nyaonikusu,Nyaonix,678,Meowstic,Psiaugon,678,Meowstic,Mistigrix,678,Meowstic,냐오닉스,Nyaonikseu,Nyaoniksŭ,,678,Meowstic,超能妙喵,超能妙喵,Chāonéngmiàomiāo,Chīunàhngmiuhmīu,-
679,Honedge,ヒトツキ,Hitotsuki,Hitotsuki,679,Honedge,Gramokles,679,Honedge,Monorpale,679,Honedge,단칼빙,Dankalbing,Tank'albing,,679,Honedge,獨劍鞘,独剑鞘,Dújiànqiào,Duhkgimchiu,-
680,Doublade,ニダンギル,Nidangiru,Nidangill,680,Doublade,Duokles,680,Doublade,Dimoclès,680,Doublade,쌍검킬,Ssanggeomkil,Ssanggŏmk'il,,680,Doublade,雙劍鞘,双剑鞘,Shuāngjiànqiào,Sēunggimchiu,-
681,Aegislash,ギルガルド,Girugarudo,Gillgard,681,Aegislash,Durengard,681,Aegislash,Exagide,681,Aegislash,킬가르도,Kilgareudo,K'ilgarŭdo,,681,Aegislash,堅盾劍怪,坚盾剑怪,Jiāndùnjiànguài,Gīntéuhngimgwaai,-
682,Spritzee,シュシュプ,Shushupu,Shushupu,682,Spritzee,Parfi,682,Spritzee,Fluvetin,682,Spritzee,슈쁘,Syuppeu,Syuppŭ,,682,Spritzee,粉香香,粉香香,Fěnxiāngxiāng,Fánhēunghēung,-
683,Aromatisse,フレフワン,Furefuwan,Frefuwan,683,Aromatisse,Parfinesse,683,Aromatisse,Cocotine,683,Aromatisse,프레프티르,Peurepeutireu,P'ŭrep'ŭt'irŭ,,683,Aromatisse,芳香精,芳香精,Fāngxiāngjīng,Fōnghēungjīng,-
684,Swirlix,ペロッパフ,Peroppafu,Peroppafu,684,Swirlix,Flauschling,684,Swirlix,Sucroquin,684,Swirlix,나룸퍼프,Narumpeopeu,Narump'ŏp’ŭ,,684,Swirlix,綿綿泡芙,绵绵泡芙,Miánmiánpàofú,Mìhnmìhnpaaufùh,-
685,Slurpuff,ペロリーム,Perorīmu,Peroream,685,Slurpuff,Sabbaione,685,Slurpuff,Cupcanaille,685,Slurpuff,나루림,Narurim,Narurim,,685,Slurpuff,胖甜妮,胖甜妮,"Pàngtiánní
Pàngtiánnī",Buhntìhmnèih,-
686,Inkay,マーイーカ,Māīka,Maaiika,686,Inkay,Iscalar,686,Inkay,Sepiatop,686,Inkay,오케이징,Okeijing,Ok'eijing,Okijing,686,Inkay,好啦魷,好啦鱿,Hǎolayóu,Hóulāyàuh,"豪喇花枝 Háolǎhuāzhī (TW)
毫喇魷 Hòuhlāyàuh (HK)"
687,Malamar,カラマネロ,Karamanero,Calamanero,687,Malamar,Calamanero,687,Malamar,Sepiatroce,687,Malamar,칼라마네로,Kallamanero,K'allamanero,,687,Malamar,烏賊王,乌贼王,Wūzéiwáng,Wūchaahkwòhng,-
688,Binacle,カメテテ,Kametete,Kametete,688,Binacle,Bithora,688,Binacle,Opermine,688,Binacle,거북손손,Geobuksonson,Kŏbuksonson,,688,Binacle,龜腳腳,龟脚脚,Guījiǎojiǎo,Gwāigeukgeuk,-
689,Barbaracle,ガメノデス,Gamenodesu,Gamenodes,689,Barbaracle,Thanathora,689,Barbaracle,Golgopathe,689,Barbaracle,거북손데스,Geobuksondeseu,Kŏbuksondesŭ,,689,Barbaracle,龜足巨鎧,龟足巨铠,Guīzújùkǎi,Gwāijūkgeuihhói,-
690,Skrelp,クズモー,Kuzumō,Kuzumo,690,Skrelp,Algitt,690,Skrelp,Venalgue,690,Skrelp,수레기,Suregi,Suregi,,690,Skrelp,垃垃藻,垃垃藻,"Lèlèzǎo
Lālāzǎo",Laahplaahpjóu,-
691,Dragalge,ドラミドロ,Doramidoro,Dramidoro,691,Dragalge,Tandrak,691,Dragalge,Kravarech,691,Dragalge,드래캄,Deuraekam,Tŭraek'am,,691,Dragalge,毒藻龍,毒藻龙,Dúzǎolóng,Duhkjóulùhng,"毒拉蜜妮 Dúlāmìní (TW)
毒拉蜜妮 Duhklāaimahtnèih (HK)"
692,Clauncher,ウデッポウ,Udeppō,Udeppou,692,Clauncher,Scampisto,692,Clauncher,Flingouste,692,Clauncher,완철포,Wancheolpo,Wanch'ŏlp'o,,692,Clauncher,鐵臂槍蝦,铁臂枪虾,Tiěbìqiāngxiā,Titbeichēunghàh,-
693,Clawitzer,ブロスター,Burosutā,Bloster,693,Clawitzer,Wummer,693,Clawitzer,Gamblast,693,Clawitzer,블로스터,Beulloseuteo,Pŭllosŭt'ŏ,,693,Clawitzer,鋼炮臂蝦,钢炮臂虾,Gāngpàobìxiā,Gōngpaaubeihàh,-
694,Helioptile,エリキテル,Erikiteru,Erikiteru,694,Helioptile,Eguana,694,Helioptile,Galvaran,694,Helioptile,목도리키텔,Mokdorikitel,Moktorik'it'el,,694,Helioptile,傘電蜥,伞电蜥,Sǎndiànxī,Saandihnsīk,發電蜥 Faatdihnsīk (HK)
695,Heliolisk,エレザード,Erezādo,Elezard,695,Heliolisk,Elezard,695,Heliolisk,Iguolta,695,Heliolisk,일레도리자드,Illedorijadeu,Illedorijadŭ,,695,Heliolisk,光電傘蜥,光电伞蜥,Guāngdiànsǎnxī,Gwōngdihnsaansīk,"電傘查特 Diànsǎnchátè (TW)
電傘查特 Dihnsaanchàhdahk (HK)"
696,Tyrunt,チゴラス,Chigorasu,Chigoras,696,Tyrunt,Balgoras,696,Tyrunt,Ptyranidur,696,Tyrunt,티고라스,Tigoraseu,T'igorasŭ,,696,Tyrunt,寶寶暴龍,宝宝暴龙,Bǎobǎobàolóng,Bóubóubouhlùhng,暴龍仔 Bouhlùhngjái (HK)
697,Tyrantrum,ガチゴラス,Gachigorasu,Gachigoras,697,Tyrantrum,Monargoras,697,Tyrantrum,Rexillius,697,Tyrantrum,견고라스,Gyeongoraseu,Kyŏn'gorasŭ,,697,Tyrantrum,怪顎龍,怪颚龙,Guài'èlóng,Gwaaingohklùhng,-
698,Amaura,アマルス,Amarusu,Amarus,698,Amaura,Amarino,698,Amaura,Amagara,698,Amaura,아마루스,Amaruseu,Amarusŭ,,698,Amaura,冰雪龍,冰雪龙,Bīngxuělóng,Bīngsyutlùhng,-
699,Aurorus,アマルルガ,Amaruruga,Amaruruga,699,Aurorus,Amagarga,699,Aurorus,Dragmara,699,Aurorus,아마루르가,Amarureuga,Amarurŭga,,699,Aurorus,冰雪巨龍,冰雪巨龙,Bīngxuějùlóng,Bīngsyutgeuihlùhng,-
700,Sylveon,ニンフィア,Ninfia,Nymphia,700,Sylveon,Feelinara,700,Sylveon,Nymphali,700,Sylveon,님피아,Nimpia,Nimp'ia,Nymphia,700,Sylveon,仙子伊布,仙子伊布,Xiānzǐyībù,Sīnjíyìhbou,"仙子精靈 / 仙子精灵 Xiānzǐjīnglíng (TW/CN)
仙子伊貝 Sīnjíyìhbui (HK) *
仙子精靈 Sīnjíjīnglīng (HK) *"
701,Hawlucha,ルチャブル,Ruchaburu,Luchabull,701,Hawlucha,Resladero,701,Hawlucha,Brutalibré,701,Hawlucha,루차불,Ruchabul,Ruch'abul,,701,Hawlucha,摔角鷹人,摔角鹰人,Shuāijiǎoyīngrén,Sēutgokyīngyàhn,"戰鬥飛鳥 Zhàndòufēiniǎo (TW)
戰鬥飛鳥 Jindaufēiníuh (HK)"
702,Dedenne,デデンネ,Dedenne,Dedenne,702,Dedenne,Dedenne,702,Dedenne,Dedenne,702,Dedenne,데덴네,Dedenne,Tedenne,,702,Dedenne,咚咚鼠,咚咚鼠,Dōngdōngshǔ,Dūngdūngsyú,-
703,Carbink,メレシー,Mereshī,Melecie,703,Carbink,Rocara,703,Carbink,Strassie,703,Carbink,멜리시,Mellisi,Mellisi,,703,Carbink,小碎鑽,小碎钻,Xiǎosuìzuàn,Síuseuijyūn,-
704,Goomy,ヌメラ,Numera,Numera,704,Goomy,Viscora,704,Goomy,Mucuscule,704,Goomy,미끄메라,Mikkeumera,Mikkŭmera,,704,Goomy,黏黏寶,黏黏宝,Niánniánbǎo,Nìhmnìhmbóu,-
705,Sliggoo,ヌメイル,Numeiru,Numeil,705,Sliggoo,Viscargot,705,Sliggoo,Colimucus,705,Sliggoo,미끄네일,Mikkeuneil,Mikkŭneil,,705,Sliggoo,黏美兒,黏美儿,Niánměi'er,Nìhmméihyìh,黏美伊兒 Niánměiyī'er (TW)
706,Goodra,ヌメルゴン,Numerugon,Numelgon,706,Goodra,Viscogon,706,Goodra,Muplodocus,706,Goodra,미끄래곤,Mikkeuraegon,Mikkŭraegon,,706,Goodra,黏美龍,黏美龙,Niánměilóng,Nìhmméihlùhng,黏美露龍 Niánměilùlóng (TW)
707,Klefki,クレッフィ,Kureffi,Cleffy,707,Klefki,Clavion,707,Klefki,Trousselin,707,Klefki,클레피,Keullepi,K'ŭllep'i,,707,Klefki,鑰圈兒,钥圈儿,Yàoquān'ér,Yeuhkhyūnyìh,鎖圈兒 Sóhyūnyìh (HK)
708,Phantump,ボクレー,Bokurē,Bokurei,708,Phantump,Paragoni,708,Phantump,Brocélôme,708,Phantump,나목령,Namongnyeong,Namongnyŏng,,708,Phantump,小木靈,小木灵,Xiǎomùlíng,Síumuhklìhng,-
709,Trevenant,オーロット,Ōrotto,Ohrot,709,Trevenant,Trombork,709,Trevenant,Desséliande,709,Trevenant,대로트,Daeroteu,Taerot'ŭ,,709,Trevenant,朽木妖,朽木妖,Xiǔmùyāo,Náumuhkyíu,-
710,Pumpkaboo,バケッチャ,Baketcha,Bakeccha,710,Pumpkaboo,Irrbis,710,Pumpkaboo,Pitrouille,710,Pumpkaboo,호바귀,Hobagwi,Hobagwi,,710,Pumpkaboo,南瓜精,南瓜精,Nánguājīng,Nàahmgwājīng,-
711,Gourgeist,パンプジン,Panpujin,Pumpjin,711,Gourgeist,Pumpdjinn,711,Gourgeist,Banshitrouye,711,Gourgeist,펌킨인,Peomkinin,P'ŏmk'inin,,711,Gourgeist,南瓜怪人,南瓜怪人,Nánguāguàirén,Nàahmgwāgwaaiyàhn,-
712,Bergmite,カチコール,Kachikōru,Kachikohru,712,Bergmite,Arktip,712,Bergmite,Grelaçon,712,Bergmite,꽁어름,Kkongeoreum,Kkongŏrŭm,,712,Bergmite,冰寶,冰宝,Bīngbǎo,Bīngbóu,-
713,Avalugg,クレベース,Kurebēsu,Crebase,713,Avalugg,Arktilas,713,Avalugg,Séracrawl,713,Avalugg,크레베이스,Keurebeisu,K'ŭrebeisŭ,,713,Avalugg,冰岩怪,冰岩怪,Bīngyánguài,Bīngngàahmgwaai,-
714,Noibat,オンバット,Onbatto,Onbat,714,Noibat,eF-eM,714,Noibat,Sonistrelle,714,Noibat,음뱃,Eumbaet,Ŭmbaet,,714,Noibat,嗡蝠,嗡蝠,Wēngfú,Yūngfūk,-
715,Noivern,オンバーン,Onbān,Onvern,715,Noivern,UHaFnir,715,Noivern,Bruyverne,715,Noivern,음번,Eumbeon,Ŭmbŏn,,715,Noivern,音波龍,音波龙,Yīnbōlóng,Yāmbōlùhng,音波飛龍 Yāmbōfēilùhng (HK)
716,Xerneas,ゼルネアス,Zeruneasu,Xerneas,716,Xerneas,Xerneas,716,Xerneas,Xerneas,716,Xerneas,제르네아스,Jereuneaseu,Cherŭneasŭ,Xerneas,716,Xerneas,哲爾尼亞斯,哲尔尼亚斯,"Zhé'ěrníyǎsī
Zhé'ěrníyàsī",Jityíhnèih'asī,-
717,Yveltal,イベルタル,Iberutaru,Yveltal,717,Yveltal,Yveltal,717,Yveltal,Yveltal,717,Yveltal,이벨타르,Ibeltareu,Ibelt'arŭ,Yveltal,717,Yveltal,伊裴爾塔爾,伊裴尔塔尔,Yīpéi'ěrtǎ'ěr,Yīpùihyíhtaapyíh,伊秘魯塔路 Yībeilóuhtaaplouh (HK)
718,Zygarde,ジガルデ,Jigarude,Zygarde,718,Zygarde,Zygarde,718,Zygarde,Zygarde,718,Zygarde,지가르데,Jigareude,Chigarŭde,Zygarde,718,Zygarde,基格爾德,基格尔德,Jīgé'ěrdé,Gēigaakyíhdāk,-
719,Diancie,ディアンシー,Dianshī,Diancie,719,Diancie,Diancie,719,Diancie,Diancie,719,Diancie,디안시,Diansi,Tiansi,,719,Diancie,蒂安希,蒂安希,Dì'ānxī,Dai'ōnhēi,-
720,Hoopa,フーパ,Fūpa,Hoopa,720,Hoopa,Hoopa,720,Hoopa,Hoopa,720,Hoopa,후파,Hupa,Hup'a,Hoopa,720,Hoopa,胡帕,胡帕,Húpà,Wùhpaak,-
721,Volcanion,ボルケニオン,Borukenion,Volcanion,721,Volcanion,Volcanion,721,Volcanion,Volcanion,721,Volcanion,볼케니온,Bolkenion,Polk'enion,,721,Volcanion,波爾凱尼恩,波尔凯尼恩,Bō'ěrkǎiní'ēn,Bōyíhhóinèihyān,-
722,Rowlet,モクロー,Mokurō,Mokuroh,722,Rowlet,Bauz,722,Rowlet,Brindibou,722,Rowlet,나몰빼미,Namolppaemi,Namolppaemi,Namolppaemi,722,Rowlet,木木梟,木木枭,Mùmùxiāo,Muhkmuhkhīu,-
723,Dartrix,フクスロー,Fukusurō,Fukuthrow,723,Dartrix,Arboretoss,723,Dartrix,Efflèche,723,Dartrix,빼미스로우,Ppaemiseurou,Ppaemisŭrou,,723,Dartrix,投羽梟,投羽枭,Tóuyǔxiāo,Tàuhyúhhīu,-
724,Decidueye,ジュナイパー,Junaipā,Junaiper,724,Decidueye,Silvarro,724,Decidueye,Archéduc,724,Decidueye,모크나이퍼,Mokeunaipeo,Mok'ŭnaip'ŏ,,724,Decidueye,狙射樹梟,狙射树枭,Jūshèshùxiāo,Jēuisehsyuhhīu,-
725,Litten,ニャビー,Nyabī,Nyabby,725,Litten,Flamiau,725,Litten,Flamiaou,725,Litten,냐오불,Nyaobul,Nyaobul,,725,Litten,火斑喵,火斑喵,Huǒbānmiāo,Fóbāanmēu,-
726,Torracat,ニャヒート,Nyahīto,Nyaheat,726,Torracat,Miezunder,726,Torracat,Matoufeu,726,Torracat,냐오히트,Nyaohiteu,Nyaohit'ŭ,,726,Torracat,炎熱喵,炎热喵,Yánrèmiāo,Yìhmyihtmēu,-
727,Incineroar,ガオガエン,Gaogaen,Gaogaen,727,Incineroar,Fuegro,727,Incineroar,Félinferno,727,Incineroar,어흥염,Eoheungyeom,Ŏhŭngyŏm,,727,Incineroar,熾焰咆哮虎,炽焰咆哮虎,Chìyànpáoxiāohǔ,Chiyihmpàauhhāaufú,-
728,Popplio,アシマリ,Ashimari,Ashimari,728,Popplio,Robball,728,Popplio,Otaquin,728,Popplio,누리공,Nurigong,Nurigong,,728,Popplio,球球海獅,球球海狮,Qiúqiúhǎishī,Kàuhkàuhhóisī,-
729,Brionne,オシャマリ,Oshamari,Osyamari,729,Brionne,Marikeck,729,Brionne,Otarlette,729,Brionne,키요공,Kiyogong,K'iyogong,,729,Brionne,花漾海獅,花漾海狮,Huāyànghǎishī,Fāyeuhnghóisī,-
730,Primarina,アシレーヌ,Ashirēnu,Ashirene,730,Primarina,Primarene,730,Primarina,Oratoria,730,Primarina,누리레느,Nurireneu,Nurirenŭ,,730,Primarina,西獅海壬,西狮海壬,Xīshīhǎirén,Sāisīhóiyàhm,-
731,Pikipek,ツツケラ,Tsutsukera,Tsutsukera,731,Pikipek,Peppeck,731,Pikipek,Picassaut,731,Pikipek,콕코구리,Kokkoguri,K'okk'oguri,,731,Pikipek,小篤兒,小笃儿,Xiǎodǔ'ér,Síudūk'yìh,-
732,Trumbeak,ケララッパ,Kerarappa,Kerarappa,732,Trumbeak,Trompeck,732,Trumbeak,Piclairon,732,Trumbeak,크라파,Keurapa,K'ŭrap'a,,732,Trumbeak,喇叭啄鳥,喇叭啄鸟,Lǎbāzhuóniǎo,Lābādeukníuh,-
733,Toucannon,ドデカバシ,Dodekabashi,Dodekabashi,733,Toucannon,Tukanon,733,Toucannon,Bazoucan,733,Toucannon,왕큰부리,Wangkeunburi,Wangk'ŭnburi,,733,Toucannon,銃嘴大鳥,铳嘴大鸟,Chòngzuǐdàniǎo,Chungjéuidaaihníuh,-
734,Yungoos,ヤングース,Yangūsu,Youngoose,734,Yungoos,Mangunior,734,Yungoos,Manglouton,734,Yungoos,영구스,Yeongguseu,Yŏnggusŭ,,734,Yungoos,貓鼬少,猫鼬少,Māoyòushào,Māauyauhsiu,-
735,Gumshoos,デカグース,Dekagūsu,Dekagoose,735,Gumshoos,Manguspektor,735,Gumshoos,Argouste,735,Gumshoos,형사구스,Hyeongsaguseu,Hyŏngsagusŭ,,735,Gumshoos,貓鼬探長,猫鼬探长,Māoyòutànzhǎng,Māauyauhtaamjéung,-
736,Grubbin,アゴジムシ,Agojimushi,Agojimushi,736,Grubbin,Mabula,736,Grubbin,Larvibule,736,Grubbin,턱지충이,Teokjichungi,T'ŏkchich'ungi,,736,Grubbin,強顎雞母蟲,强颚鸡母虫,Qiáng'èjīmǔchóng,Kèuhngngohkgāimóuhchùhng,-
737,Charjabug,デンヂムシ,Denjimushi,Dendimushi,737,Charjabug,Akkup,737,Charjabug,Chrysapile,737,Charjabug,전지충이,Jeonjichungi,Chŏnjich'ungi,,737,Charjabug,蟲電寶,虫电宝,Chóngdiànbǎo,Chùhngdihnbóu,-
738,Vikavolt,クワガノン,Kuwaganon,Kuwagannon,738,Vikavolt,Donarion,738,Vikavolt,Lucanon,738,Vikavolt,투구뿌논,Tuguppunon,T'uguppunon,,738,Vikavolt,鍬農炮蟲,锹农炮虫,Qiāonóngpàochóng,Chīunùhngpàauhchùhng,-
739,Crabrawler,マケンカニ,Makenkani,Makenkani,739,Crabrawler,Krabbox,739,Crabrawler,Crabagarre,739,Crabrawler,오기지게,Ogijige,Ogijige,,739,Crabrawler,好勝蟹,好胜蟹,Hàoshèngxiè,Housingháaih,-
740,Crabominable,ケケンカニ,Kekenkani,Kekenkani,740,Crabominable,Krawell,740,Crabominable,Crabominable,740,Crabominable,모단단게,Modandange,Modandan'ge,,740,Crabominable,好勝毛蟹,好胜毛蟹,Hàoshèngmáoxiè,Housingmòuhháaih,-
741,Oricorio,オドリドリ,Odoridori,Odoridori,741,Oricorio,Choreogel,741,Oricorio,Plumeline,741,Oricorio,춤추새,Chumchusae,Ch'umch'usae,,741,Oricorio,花舞鳥,花舞鸟,Huāwǔniǎo,Fāmóuhníuh,-
742,Cutiefly,アブリー,Aburī,Abuly,742,Cutiefly,Wommel,742,Cutiefly,Bombydou,742,Cutiefly,에블리,Ebeulli,Ebŭlli,,742,Cutiefly,萌虻,萌虻,Méngméng,Màhngmòhng,-
743,Ribombee,アブリボン,Aburibon,Aburibbon,743,Ribombee,Bandelby,743,Ribombee,Rubombelle,743,Ribombee,에리본,Eribon,Eribon,,743,Ribombee,蝶結萌虻,蝶结萌虻,Diéjiéméngméng,Dihpgitmàhngmòhng,-
744,Rockruff,イワンコ,Iwanko,Iwanko,744,Rockruff,Wuffels,744,Rockruff,Rocabot,744,Rockruff,암멍이,Ammeongi,Ammŏngi,,744,Rockruff,岩狗狗,岩狗狗,Yángǒugǒu,Ngàahmgáugáu,-
745,Lycanroc,ルガルガン,Rugarugan,Lugarugan,745,Lycanroc,Wolwerock,745,Lycanroc,Lougaroc,745,Lycanroc,루가루암,Rugaruam,Rugaruam,,745,Lycanroc,鬃岩狼人,鬃岩狼人,Zōngyánlángrén,Jūngngàahmlòhngyàhn,-
746,Wishiwashi,ヨワシ,Yowashi,Yowashi,746,Wishiwashi,Lusardin,746,Wishiwashi,Froussardine,746,Wishiwashi,약어리,Yageori,Yagŏri,,746,Wishiwashi,弱丁魚,弱丁鱼,Ruòdīngyú,Yeuhkdīngyú,-
747,Mareanie,ヒドイデ,Hidoide,Hidoide,747,Mareanie,Garstella,747,Mareanie,Vorastérie,747,Mareanie,시마사리,Simasari,Shimasari,,747,Mareanie,好壞星,好坏星,Hǎohuàixīng,Hóuwaaihsīng,-
748,Toxapex,ドヒドイデ,Dohidoide,Dohidoide,748,Toxapex,Aggrostella,748,Toxapex,Prédastérie,748,Toxapex,더시마사리,Deosimasari,Tŏshimasari,,748,Toxapex,超壞星,超坏星,Chāohuàixīng,Chīuwaaihsīng,-
749,Mudbray,ドロバンコ,Dorobanko,Dorobanko,749,Mudbray,Pampuli,749,Mudbray,Tiboudet,749,Mudbray,머드나기,Meodeunagi,Mŏdŭnagi,,749,Mudbray,泥驢仔,泥驴仔,Nílǘzǎi,Nàihlèuihjái,-
750,Mudsdale,バンバドロ,Banbadoro,Banbadoro,750,Mudsdale,Pampross,750,Mudsdale,Bourrinos,750,Mudsdale,만마드,Manmadeu,Manmadŭ,,750,Mudsdale,重泥挽馬,重泥挽马,Zhòngníwǎnmǎ,Chúhngnàihwáahnmáh,-
751,Dewpider,シズクモ,Shizukumo,Shizukumo,751,Dewpider,Araqua,751,Dewpider,Araqua,751,Dewpider,물거미,Mulgeomi,Mulgŏmi,,751,Dewpider,滴蛛,滴蛛,Dīzhū,Dīkjyū,-
752,Araquanid,オニシズクモ,Onishizukumo,Onishizukumo,752,Araquanid,Aranestro,752,Araquanid,Tarenbulle,752,Araquanid,깨비물거미,Kkaebimulgeomi,Kkaebimulgŏmi,,752,Araquanid,滴蛛霸,滴蛛霸,Dīzhūbà,Dīkjyūba,-
753,Fomantis,カリキリ,Karikiri,Karikiri,753,Fomantis,Imantis,753,Fomantis,Mimantis,753,Fomantis,짜랑랑,Jjarangnang,Tcharangnang,,753,Fomantis,偽螳草,伪螳草,Wěitángcǎo,Ngaihtòhngchóu,-
754,Lurantis,ラランテス,Rarantesu,Lalantes,754,Lurantis,Mantidea,754,Lurantis,Floramantis,754,Lurantis,라란티스,Rarantiseu,Rarant'isŭ,,754,Lurantis,蘭螳花,兰螳花,Lántánghuā,Làahntòhngfā,-
755,Morelull,ネマシュ,Nemashu,Nemasyu,755,Morelull,Bubungus,755,Morelull,Spododo,755,Morelull,자마슈,Jamasyu,Chamasyu,,755,Morelull,睡睡菇,睡睡菇,Shuìshuìgū,Seuihseuihgū,-
756,Shiinotic,マシェード,Mashēdo,Mashade,756,Shiinotic,Lamellux,756,Shiinotic,Lampignon,756,Shiinotic,마셰이드,Masyeideu,Masyeidŭ,,756,Shiinotic,燈罩夜菇,灯罩夜菇,Dēngzhàoyègū,Dāngjaauyehgū,-
757,Salandit,ヤトウモリ,Yatōmori,Yatoumori,757,Salandit,Molunk,757,Salandit,Tritox,757,Salandit,야도뇽,Yadonyong,Yadonyong,,757,Salandit,夜盜火蜥,夜盗火蜥,Yèdàohuǒxī,Yehdouhfósīk,-
758,Salazzle,エンニュート,Ennyūto,Ennewt,758,Salazzle,Amfira,758,Salazzle,Malamandre,758,Salazzle,염뉴트,Yeomnyuteu,Yŏmnyut'ŭ,,758,Salazzle,焰后蜥,焰后蜥,Yànhòuxī,Yihmhauhsīk,-
759,Stufful,ヌイコグマ,Nuikoguma,Nuikoguma,759,Stufful,Velursi,759,Stufful,Nounourson,759,Stufful,포곰곰,Pogomgom,P'ogomgom,,759,Stufful,童偶熊,童偶熊,Tóng'ǒuxióng,Tùhngngáuhhùhng,-
760,Bewear,キテルグマ,Kiteruguma,Kiteruguma,760,Bewear,Kosturso,760,Bewear,Chelours,760,Bewear,이븐곰,Ibeungom,Ibŭn'gom,,760,Bewear,穿著熊,穿着熊,Chuānzhuóxióng,Chyūnjeukhùhng,-
761,Bounsweet,アマカジ,Amakaji,Amakaji,761,Bounsweet,Frubberl,761,Bounsweet,Croquine,761,Bounsweet,달콤아,Dalkoma,Talk'oma,,761,Bounsweet,甜竹竹,甜竹竹,Tiánzhúzhú,Tìhmjūkjūk,-
762,Steenee,アママイコ,Amamaiko,Amamaiko,762,Steenee,Frubaila,762,Steenee,Candine,762,Steenee,달무리나,Dalmurina,Talmurina,,762,Steenee,甜舞妮,甜舞妮,"Tiánwǔní
Tiánwǔnī",Tìhmmóuhnèih,-
763,Tsareena,アマージョ,Amājo,Amajo,763,Tsareena,Fruyal,763,Tsareena,Sucreine,763,Tsareena,달코퀸,Dalkokwin,Talk'ok'win,,763,Tsareena,甜冷美后,甜冷美后,Tiánlěngměihòu,Tìhmláahngméihhauh,-
764,Comfey,キュワワー,Kyuwawā,Cuwawa,764,Comfey,Curelei,764,Comfey,Guérilande,764,Comfey,큐아링,Kyuaring,K'yuaring,,764,Comfey,花療環環,花疗环环,Huāliáohuánhuán,Fālìuhwàahnwàahn,-
765,Oranguru,ヤレユータン,Yareyūtan,Yareyuutan,765,Oranguru,Kommandutan,765,Oranguru,Gouroutan,765,Oranguru,하랑우탄,Harang-utan,Harang-ut'an,,765,Oranguru,智揮猩,智挥猩,Zhìhuīxīng,Jifāisīng,-
766,Passimian,ナゲツケサル,Nagetsukesaru,Nagetukesaru,766,Passimian,Quartermak,766,Passimian,Quartermac,766,Passimian,내던숭이,Naedeonsung-i,Naedŏnsung-i,,766,Passimian,投擲猴,投掷猴,"Tóuzhíhóu
Tóuzhìhóu",Tàuhjaahkhàuh,-
767,Wimpod,コソクムシ,Kosokumushi,Kosokumushi,767,Wimpod,Reißlaus,767,Wimpod,Sovkipou,767,Wimpod,꼬시레,Kkosire,Kkosire,,767,Wimpod,膽小蟲,胆小虫,Dǎnxiǎochóng,Dáamsíuchùhng,-
768,Golisopod,グソクムシャ,Gusokumusha,Gusokumusha,768,Golisopod,Tectass,768,Golisopod,Sarmuraï,768,Golisopod,갑주무사,Gapjumusa,Kapchumusa,,768,Golisopod,具甲武者,具甲武者,Jùjiǎwǔzhě,Geuihgaapmóuhjé,-
769,Sandygast,スナバァ,Sunabā,Sunaba,769,Sandygast,Sankabuh,769,Sandygast,Bacabouh,769,Sandygast,모래꿍,Moraekkung,Moraekkung,,769,Sandygast,沙丘娃,沙丘娃,Shāqiūwá,Sāyāuwā,-
770,Palossand,シロデスナ,Shirodesuna,Sirodethna,770,Palossand,Colossand,770,Palossand,Trépassable,770,Palossand,모래성이당,Moraeseongidang,Moraesŏngidang,,770,Palossand,噬沙堡爺,噬沙堡爷,Shìshābǎoyé,Saihsābóuyèh,-
